MlsNumber,LivingArea,MunicipalTax,SchoolTax,LotAssessment,BuildingAssessment,Area
25354365,959 SF,2152.00,446.00,,,"9,065 SF irr."
12475660,,13869.00,2887.00,,,"9,085 SF"
25864248,,1903.00,385.00,,,"9,105 SF irr."
19151175,,5500.00,1163.00,,,"9,136 SF irr."
15859872,,2509.00,450.00,57800.00,187500.00,"9,150.00 Square Feet"
11092101,,29245.00,2980.00,,,"9,157.6 SF"
9491575,"2,390 SF",3655.00,781.00,,,"9,210 SF irr."
24995719,,3736.00,796.00,,,"9,270 SF"
11345910,,2969.00,610.00,,,"9,292 SF irr."
21658920,,8193.00,1959.00,,,"9,306 SF irr."
22089852,"3,200 SF",5934.00,1219.00,,,"9,400 SF irr."
24936132,,5376.00,1152.00,,,"9,400.12 SF irr."
19624478,,3688.00,711.00,,,"9,412 SF irr."
22542056,,,,,,"9,500 SF"
26217638,,3722.00,731.00,,,"9,525 SF"
18352771,840 SF,3225.00,678.00,,,"9,564 SF"
23958539,,5693.00,1110.00,,,"9,600 SF"
16901340,"3,052 SF",10600.00,2341.00,,,"9,601.41 SF"
26620836,,12789.00,3387.00,743400.00,1051300.00,"9,609.00 Square Feet"
25932464,,1804.00,376.00,,,"9,630 SF irr."
19598335,,36552.00,1860.00,,,"9,652 SF irr."
18094774,,9283.00,1976.00,251400.00,849400.00,"9,655.00 Square Feet"
27527981,"1,517 SF",4690.00,905.00,,,"9,739 SF irr."
9964324,,8450.00,1672.00,,,"9,789.78 SF"
20840724,,4374.00,829.00,,,"9,823 SF irr."
13892097,,5716.00,1118.00,,,"9,835 SF irr."
19502660,"2,068 Square Feet",3996.00,875.00,281600.00,217800.00,"9,840.00 Square Feet"
18522302,,7714.00,1630.00,,,"9,852 SF irr."
22896394,,5473.00,980.00,,,"9,892 SF irr."
26251312,,7540.00,1490.00,,,"9,900 SF"
17032479,,3976.00,847.00,,,"9,943.7 SF irr."
18121884,,6543.00,1219.00,,,"9,998 SF irr."
10664449,54.9 Square Metres,1976.00,428.00,33900.00,204500.00,9.96 Square Metres
11800092,,8886.00,1747.00,246800.00,674300.00,9005 piå_
22416712,3749 PC,5908.00,1152.00,,,902 MC
18087296,,3018.00,573.00,,,9052.4 PC
10636318,,13228.00,2905.00,,,9065 PC
25604870,,4554.00,898.00,,,9100 PC
22721951,,6375.00,1248.00,,,9100 PC
25674008,,3629.00,713.00,241200.00,153500.00,9105 piå_
12887218,,10489.00,2360.00,908700.00,563200.00,917.90 Square Metres
21972681,,15337.00,3450.00,908700.00,1243500.00,917.90 Square Metres
26995415,,5512.00,1181.00,127400.00,544500.00,9235.00 Square Feet
26173444,,6364.00,1269.00,221500.00,504300.00,9239.00 Square Feet
18077957,,5904.00,1216.00,264400.00,365600.00,9245.00 Square Feet
20990560,20445 PC,71613.00,4601.00,,,930.9 MC
13610793,,13516.00,692.00,,,9315 PC
16715386,,9560.00,2150.00,840200.00,501300.00,934.00 Square Metres
28361397,,,,,,936 MC
16484534,,3722.00,725.00,249700.00,146900.00,9383 piå_
20227026,,9828.00,1854.00,301300.00,731200.00,9399.00 Square Feet
25903484,165 MC,2865.00,638.00,,,95.6 MC
25352339,,5613.00,1168.00,,,9556 PC
20857011,1921.0 Square Feet,4365.00,849.00,182700.00,303200.00,9594.00 Square Feet
27997243,,5976.00,1447.00,,,"96,262 SF irr."
15679480,,9577.00,485.00,123800.00,159600.00,96.70 Square Metres
10969242,"2,900 SF",4911.00,928.00,,,964 SF irr.
11808019,,2879.00,647.00,211800.00,156300.00,9666.00 Square Feet
24376838,1900.0 Square Feet,4589.00,832.00,194100.00,318600.00,9674.00 Square Feet
19242565,,1.00,1.00,50700.00,132900.00,974.00 Square Feet
12507200,2580 PC,4176.00,891.00,,,9761 PC
16087902,,3884.00,827.00,,,9795 PC
10878053,,10317.00,736.00,166200.00,287400.00,98.90 Square Metres
14059887,,3569.00,766.00,,,983.82 SF
27415196,,2740.00,561.00,,,9865 PC
18121770,,2498.00,670.00,,,990 PC
12774906,,11928.00,2770.00,736700.00,937100.00,992.20 Square Metres
20495048,,36400.00,3000.00,,,994.1 MC
16806139,2944.0 Square Feet,4849.00,1020.00,153900.00,454100.00,996.70 Square Feet
16360102,,4722.00,921.00,215600.00,306400.00,998.30 Square Metres
9383368,,1.00,1.00,,,N/A
12363577,"1,344.5 SF",1.00,1.00,,,N/A
14057080,"1,344.5 SF",1.00,1.00,,,N/A
15613574,"1,319.4 SF",1.00,1.00,,,N/A
18776072,"1,344.5 SF",1.00,1.00,,,N/A
23994399,"1,274.7 SF",1.00,1.00,,,N/A
9680184,"1,350.9 SF",1.00,1.00,,,N/A
11663800,1 SF,1.00,1.00,,,N/A
16784343,1 SF,1.00,1.00,,,N/A
11268491,784 SF,1.00,1.00,,,N/A
12004308,748 SF,1.00,1.00,,,N/A
14850570,"3,200 SF",1.00,1.00,,,N/A
15603547,693 SF,1.00,1.00,,,N/A
20902850,,1.00,1.00,,,N/A
24302006,770 SF,1.00,1.00,,,N/A
24920454,"1,950 SF",1.00,1.00,,,N/A
25784074,877 SF,1.00,1.00,,,N/A
9797158,"1,950 SF",1.00,1.00,,,N/A
10474488,52.25 SF,1.00,1.00,,,N/A
24152750,,1.00,254.00,,,N/A
12916564,582 SF,1.00,261.00,,,N/A
17798933,"2,547.82 SF",1.00,1.00,,,N/A
12847259,,1.00,443.00,,,N/A
13881422,,1.00,1.00,,,N/A
21567029,940 SF,1.00,452.00,,,N/A
23311422,,1.00,1.00,,,N/A
12260795,"1,123 SF",1.00,1.00,,,N/A
22415435,"1,383 SF",1.00,1.00,,,N/A
17602808,,1.00,1.00,,,N/A
25469641,550 SF,1.00,1.00,,,N/A
18384670,"1,085 SF",1.00,1.00,,,N/A
20535512,"1,600 SF",1.00,1.00,,,N/A
26269027,"1,600 SF",1.00,1.00,,,N/A
28245244,"1,600 SF",1.00,1.00,,,N/A
9727925,"1,600 SF",1.00,1.00,,,N/A
24347772,650 SF,1.00,1.00,,,N/A
26136780,360 SF,1.00,1.00,,,N/A
11128754,805 SF,1.00,1.00,,,N/A
9108331,758.86 SF,1.00,1.00,,,N/A
9146336,700.73 SF,1.00,1.00,,,N/A
8459190,710 SF,1.00,1.00,,,N/A
8559001,936.3 SF,1.00,1.00,,,N/A
8559015,848.2 SF,1.00,1.00,,,N/A
8559167,674 SF,1.00,1.00,,,N/A
8559170,851.4 SF,1.00,1.00,,,N/A
8559179,709.5 SF,1.00,1.00,,,N/A
8559184,963.2 SF,1.00,1.00,,,N/A
8559208,936.3 SF,1.00,1.00,,,N/A
8559215,709.5 SF,1.00,1.00,,,N/A
13321536,963 SF,1.00,1.00,,,N/A
12570481,590 SF,1.00,1.00,,,N/A
13137771,687 SF,1.00,1.00,,,N/A
14075532,608 SF,1.00,1.00,,,N/A
17313004,630 SF,1.00,1.00,,,N/A
18675115,879 SF,1.00,1.00,,,N/A
18890272,462 SF,1.00,1.00,,,N/A
21047599,608 SF,1.00,1.00,,,N/A
22454003,592 SF,1.00,1.00,,,N/A
22951904,590 SF,1.00,1.00,,,N/A
22953795,638 SF,1.00,1.00,,,N/A
28470187,631 SF,1.00,1.00,,,N/A
28530500,604 SF,1.00,1.00,,,N/A
12637861,700 SF,1.00,1.00,,,N/A
23522367,936.3 SF,1.00,1.00,,,N/A
24076833,709.5 SF,1.00,1.00,,,N/A
26110259,886.9 SF,1.00,1.00,,,N/A
24941647,656 SF,1.00,1.00,,,N/A
11198695,633 SF,1.00,1.00,,,N/A
15249803,921 SF,1.00,1.00,,,N/A
11931579,"1,250 SF",1.00,1.00,,,N/A
23592428,"1,258 SF",1.00,1.00,,,N/A
16174347,350 SF,1.00,1.00,,,N/A
22295617,"1,700 SF",1.00,1.00,,,N/A
10550646,"1,900 SF",1.00,1.00,,,N/A
14132571,"2,100 SF",1.00,1.00,,,N/A
9583138,"1,200 SF",1.00,1.00,,,N/A
14212213,"1,126.98 SF",2.00,2.00,,,N/A
17928923,65.8 SF,2.00,2.00,,,N/A
19137671,728.72 SF,2.00,2.00,,,N/A
24280035,926.77 SF,2.00,2.00,,,N/A
26584775,,2.00,2.00,,,N/A
22504437,669.52 SF,4.00,4.00,,,N/A
12219789,"1,129 SF",10.00,464.00,,,N/A
25496148,754 SF,100.00,415.00,,,N/A
28506509,737 SF,100.00,404.00,,,N/A
10673503,780 SF,352.00,1711.00,,,N/A
24439420,898 SF,409.00,1858.00,,,N/A
25467673,980 SF,476.00,115.00,,,N/A
16119057,761 SF,537.00,218.00,,,N/A
12363293,,540.00,127.00,,,N/A
25410482,,599.00,120.00,,,N/A
18676018,491 SF,614.00,120.00,,,N/A
11755144,945 SF,652.00,269.00,,,N/A
11094176,203.4 SF,678.00,180.00,,,N/A
18063230,495 SF,730.00,178.00,,,N/A
9183159,,742.00,169.00,,,N/A
11939984,579.1 SF,783.00,209.00,,,N/A
27675685,783.61 SF,818.00,152.00,,,N/A
21038050,400 SF,834.00,145.00,,,N/A
20058511,527 SF,836.00,173.00,,,N/A
19328078,450 SF,842.00,170.00,,,N/A
9737576,660 SF,848.00,166.00,,,N/A
11811140,,878.00,300.00,,,N/A
22180909,995.66 SF,882.00,342.00,,,N/A
10856135,461 SF,887.00,191.00,,,N/A
24092522,210 SF,906.00,178.00,,,N/A
26815746,719.89 SF,938.00,206.00,,,N/A
23563339,645 SF,960.00,201.00,,,N/A
23507244,694 SF,964.00,189.00,,,N/A
26403926,"1,054 SF",973.00,18883.00,,,N/A
16364049,800 SF,977.00,204.00,,,N/A
26071212,605 SF,987.00,225.00,,,N/A
27507183,605 SF,987.00,225.00,,,N/A
10497684,577 SF,995.00,204.00,,,N/A
25600576,385.35 SF,999.00,205.00,,,N/A
23734803,800 SF,999.00,182.00,,,N/A
25286100,,1000.00,197.00,,,N/A
24726349,668 SF,1005.00,211.00,,,N/A
17681513,456 SF,1016.00,189.00,,,N/A
21615419,405 SF,1019.00,220.00,,,N/A
26129158,386 SF,1020.00,210.00,,,N/A
10431585,616 SF,1044.00,215.00,,,N/A
10197737,779 SF,1045.00,219.00,,,N/A
24343246,585 SF,1047.00,187.00,,,N/A
27670978,585 SF,1047.00,187.00,,,N/A
16196598,800 SF,1048.00,219.00,,,N/A
27349179,650 SF,1049.00,217.00,,,N/A
20060500,,1056.00,289.00,,,N/A
17615748,386 SF,1063.00,218.00,,,N/A
15313952,"2,187.98 SF",1067.00,239.00,,,N/A
12635564,511 SF,1087.00,200.00,,,N/A
12412046,719.89 SF,1094.00,240.00,,,N/A
27976166,,1111.00,600.00,,,N/A
21335060,732 SF,1113.00,219.00,,,N/A
21421145,850 SF,1113.00,254.00,,,N/A
18065315,596.3 SF,1114.00,167.00,,,N/A
16516491,660 SF,1117.00,238.00,,,N/A
22822814,652.51 SF,1131.00,570.00,,,N/A
19028451,573.72 SF,1140.00,310.00,,,N/A
23156686,663 SF,1145.00,244.00,,,N/A
16838801,980 SF,1152.00,247.00,,,N/A
16566360,726.56 SF,1153.00,350.00,,,N/A
24588751,608.16 SF,1153.00,350.00,,,N/A
11550269,897 SF,1156.00,243.00,,,N/A
28650112,570.49 SF,1169.00,216.00,,,N/A
15125312,515.59 SF,1182.00,251.00,,,N/A
19079489,459 SF,1186.00,245.00,,,N/A
20101305,515 SF,1187.00,259.00,,,N/A
18411756,506.98 SF,1188.00,244.00,,,N/A
15880023,,1191.00,228.00,,,N/A
20340664,522 SF,1193.00,247.00,,,N/A
20923016,732 SF,1197.00,320.00,,,N/A
19899535,740 SF,1200.00,257.00,,,N/A
24533159,485 SF,1210.00,258.00,,,N/A
27253126,506 SF,1211.00,251.00,,,N/A
17031627,750 SF,1213.00,230.00,,,N/A
27214097,854.5 SF,1215.00,243.00,,,N/A
21567127,531 SF,1229.00,257.00,,,N/A
17985020,983 SF,1239.00,258.00,,,N/A
15933480,,1243.00,244.00,,,N/A
24055100,734 SF,1244.00,193.00,,,N/A
20851968,767 SF,1245.00,258.00,,,N/A
28180102,493 SF,1257.00,268.00,,,N/A
18837085,,1258.00,247.00,,,N/A
19380317,692 SF,1260.00,252.00,,,N/A
28006804,680 SF,1264.00,249.00,,,N/A
11744943,742 SF,1265.00,273.00,,,N/A
26518038,"1,039 SF",1275.00,251.00,,,N/A
14426484,"1,055 SF",1277.00,493.00,,,N/A
22612238,800 SF,1283.00,252.00,,,N/A
15910565,669.5 SF,1284.00,266.00,,,N/A
19725273,433 SF,1289.00,267.00,,,N/A
26891087,967 SF,1293.00,254.00,,,N/A
11412510,541 SF,1298.00,278.00,,,N/A
23706630,945.63 SF,1305.00,262.00,,,N/A
20956759,738 SF,1305.00,275.00,,,N/A
12551909,,1308.00,407.00,,,N/A
17771292,740 SF,1313.00,258.00,,,N/A
22918926,957 SF,1318.00,270.00,,,N/A
22060815,917 SF,1318.00,259.00,,,N/A
11093044,871 SF,1320.00,251.00,,,N/A
15168599,825 SF,1329.00,262.00,,,N/A
9043696,870 SF,1334.00,262.00,,,N/A
25613727,922 SF,1337.00,302.00,,,N/A
13186106,819 SF,1340.00,262.00,,,N/A
21867825,603 SF,1342.00,350.00,,,N/A
25175438,608 SF,1348.00,271.00,,,N/A
13229606,649 SF,1349.00,287.00,,,N/A
14591167,445 SF,1352.00,277.00,,,N/A
28488844,535 SF,1355.00,287.00,,,N/A
14590594,801.91 SF,1372.00,292.00,,,N/A
25643384,707 SF,1377.00,284.00,,,N/A
28129245,548.96 SF,1377.00,291.00,,,N/A
18653680,"1,050 SF",1380.00,290.00,,,N/A
14181481,484 SF,1381.00,280.00,,,N/A
16126042,757 SF,1383.00,357.00,,,N/A
12361187,739.48 SF,1385.00,294.00,,,N/A
9438680,420 SF,1386.00,294.00,,,N/A
23021164,716 SF,1389.00,300.00,,,N/A
11432158,710 SF,1390.00,293.00,,,N/A
27949283,632.58 SF,1393.00,288.00,,,N/A
16057101,,1394.00,274.00,,,N/A
10669478,863.27 SF,1397.00,274.00,,,N/A
13964498,825 SF,1399.00,304.00,,,N/A
28545050,642 SF,1407.00,247.00,,,N/A
26913855,,1410.00,332.00,,,N/A
24482049,670.4 SF,1411.00,310.00,,,N/A
9081078,670 SF,1411.00,325.00,,,N/A
23229672,,1414.00,301.00,,,N/A
24566684,811 SF,1414.00,305.00,,,N/A
14338688,598.47 SF,1414.00,299.00,,,N/A
18430805,888.8 SF,1415.00,300.00,,,N/A
26470127,597.4 SF,1416.00,300.00,,,N/A
18410994,,1417.00,280.00,,,N/A
27007390,862 SF,1417.00,289.00,,,N/A
25831291,600.63 SF,1418.00,275.00,,,N/A
25202561,575 SF,1423.00,280.00,,,N/A
10015077,927 SF,1427.00,281.00,,,N/A
21630759,507 SF,1428.00,303.00,,,N/A
16055683,,1430.00,281.00,,,N/A
12903135,550 SF,1430.00,287.00,,,N/A
15180497,883 SF,1434.00,332.00,,,N/A
21368748,882.64 SF,1434.00,280.00,,,N/A
19503719,567.26 SF,1438.00,300.00,,,N/A
25175442,653 SF,1438.00,300.00,,,N/A
19262463,600 SF,1439.00,304.00,,,N/A
21123762,703.96 SF,1440.00,293.00,,,N/A
25919051,783 SF,1441.00,293.00,,,N/A
19522235,533 SF,1446.00,320.00,,,N/A
14754881,884.79 SF,1447.00,283.00,,,N/A
13675220,843 SF,1447.00,284.00,,,N/A
10964025,545.73 SF,1450.00,305.00,,,N/A
26623438,600 SF,1452.00,308.00,,,N/A
10146659,978 SF,1453.00,308.00,,,N/A
23390885,608 SF,1455.00,305.00,,,N/A
25699651,673.82 SF,1455.00,287.00,,,N/A
28064830,512 SF,1456.00,321.00,,,N/A
25892250,940 SF,1457.00,273.00,,,N/A
22964410,958 SF,1458.00,303.00,,,N/A
25451938,754 SF,1465.00,307.00,,,N/A
18308093,587.71 SF,1473.00,320.00,,,N/A
25751680,703.96 SF,1475.00,297.00,,,N/A
23885941,,1475.00,311.00,,,N/A
10926427,792.76 SF,1477.00,298.00,,,N/A
27825784,632 SF,1477.00,304.00,,,N/A
25570926,925 SF,1477.00,305.00,,,N/A
10795912,655.52 SF,1478.00,324.00,,,N/A
28972473,865 SF,1479.00,309.00,,,N/A
17660672,625 SF,1479.00,302.00,,,N/A
19336576,892 SF,1481.00,291.00,,,N/A
18793637,"1,017 SF",1481.00,407.00,,,N/A
17859154,608 SF,1485.00,313.00,,,N/A
28414558,803 SF,1487.00,314.00,,,N/A
12487010,700 SF,1488.00,308.00,,,N/A
26990003,891 SF,1488.00,316.00,,,N/A
23372734,523 SF,1490.00,318.00,,,N/A
17437927,400 SF,1492.00,321.00,,,N/A
17041468,617 SF,1497.00,275.00,,,N/A
24414461,538 SF,1499.00,327.00,,,N/A
18309784,822.36 SF,1500.00,285.00,,,N/A
19583774,851 SF,1500.00,296.00,,,N/A
27430129,600 SF,1500.00,320.00,,,N/A
13421989,609.24 SF,1500.00,323.00,,,N/A
16799360,950 SF,1500.00,400.00,,,N/A
22514956,600 SF,1501.00,312.00,,,N/A
24655190,444.55 SF,1502.00,622.00,,,N/A
12920838,938 SF,1502.00,295.00,,,N/A
27275171,874 SF,1505.00,320.00,,,N/A
12600000,"1,140 SF",1506.00,297.00,,,N/A
10213828,540 SF,1512.00,604.00,,,N/A
20147688,"1,017 SF",1512.00,318.00,,,N/A
27442090,654.23 SF,1513.00,322.00,,,N/A
24402134,"1,010 SF",1518.00,302.00,,,N/A
21936770,890 SF,1518.00,327.00,,,N/A
25007740,,1519.00,304.00,,,N/A
23506162,528 SF,1519.00,299.00,,,N/A
18816845,"1,303 SF",1523.00,317.00,,,N/A
27899313,708 SF,1528.00,309.00,,,N/A
15447433,605 SF,1529.00,305.00,,,N/A
14834745,630 SF,1532.00,328.00,,,N/A
28958167,880 SF,1535.00,290.00,,,N/A
17988036,570 SF,1536.00,792.00,,,N/A
9066959,720 SF,1537.00,326.00,,,N/A
28952460,660 SF,1538.00,318.00,,,N/A
18065434,951.53 SF,1540.00,302.00,,,N/A
13799329,596 SF,1542.00,323.00,,,N/A
14803342,"1,040 SF",1543.00,309.00,,,N/A
10388886,"1,000 SF",1543.00,303.00,,,N/A
18235264,"1,003 SF",1544.00,303.00,,,N/A
15957741,602 SF,1544.00,331.00,,,N/A
16701484,951 SF,1545.00,323.00,,,N/A
22910901,864 SF,1546.00,328.00,,,N/A
16492099,909 SF,1550.00,307.00,,,N/A
17673635,"1,020 SF",1550.00,304.00,,,N/A
28780363,,1555.00,306.00,,,N/A
19439322,685 SF,1555.00,287.00,,,N/A
18924709,775 SF,1557.00,342.00,,,N/A
26600526,789 SF,1558.00,421.00,,,N/A
27015633,600 SF,1558.00,326.00,,,N/A
13005913,,1558.00,306.00,,,N/A
17659544,900 SF,1561.00,323.00,,,N/A
12632560,785 SF,1562.00,158.00,,,N/A
9602767,"1,144 SF",1564.00,307.00,,,N/A
26541788,"1,000 SF",1565.00,322.00,,,N/A
15948396,555 SF,1567.00,319.00,,,N/A
26371553,,1567.00,344.00,,,N/A
13665057,960 SF,1568.00,332.00,,,N/A
21531934,800 SF,1569.00,331.00,,,N/A
9009779,460 SF,1570.00,330.00,,,N/A
22548900,490 SF,1570.00,345.00,,,N/A
27488080,599.55 SF,1572.00,2.00,,,N/A
28373422,702 SF,1573.00,390.00,,,N/A
17249337,822 SF,1574.00,309.00,,,N/A
18546594,960 SF,1577.00,325.00,,,N/A
14120278,642 SF,1579.00,335.00,,,N/A
16020705,758.86 SF,1587.00,336.00,,,N/A
26844070,710 SF,1587.00,332.00,,,N/A
13981283,776 SF,1592.00,350.00,,,N/A
23258905,960 SF,1594.00,313.00,,,N/A
20579692,898 SF,1595.00,339.00,,,N/A
16362109,679 SF,1597.00,334.00,,,N/A
27762999,960 SF,1599.00,293.00,,,N/A
20835591,776.08 SF,1599.00,317.00,,,N/A
27746164,912 SF,1600.00,344.00,,,N/A
12962536,920 SF,1600.00,330.00,,,N/A
17928336,745 SF,1600.00,339.00,,,N/A
20033268,803 SF,1601.00,308.00,,,N/A
13306216,734 SF,1601.00,325.00,,,N/A
20579672,685 SF,1603.00,296.00,,,N/A
17598667,900 SF,1603.00,315.00,,,N/A
25850718,747.02 SF,1604.00,352.00,,,N/A
24856646,792 SF,1609.00,362.00,,,N/A
27097207,933 SF,1612.00,354.00,,,N/A
21283261,842 SF,1613.00,339.00,,,N/A
17200210,857 SF,1614.00,318.00,,,N/A
19591799,,1615.00,331.00,,,N/A
19575844,707 SF,1616.00,334.00,,,N/A
19351146,780 SF,1618.00,339.00,,,N/A
28054483,883 SF,1622.00,351.00,,,N/A
21388402,856 SF,1622.00,348.00,,,N/A
12108737,891 SF,1623.00,344.00,,,N/A
24846968,857 SF,1624.00,1.00,,,N/A
15340128,"1,028.65 SF",1630.00,320.00,,,N/A
26276820,792 SF,1633.00,350.00,,,N/A
15528726,953.68 SF,1635.00,324.00,,,N/A
26088076,"1,000 SF",1636.00,354.00,,,N/A
17706385,704 SF,1640.00,302.00,,,N/A
27495495,877.26 SF,1640.00,322.00,,,N/A
16999854,"1,213 SF",1641.00,344.00,,,N/A
20552052,862.19 SF,1643.00,340.00,,,N/A
20563516,921.39 SF,1648.00,324.00,,,N/A
28099559,763 SF,1649.00,400.00,,,N/A
12173205,,1650.00,350.00,,,N/A
23325807,936.46 SF,1650.00,325.00,,,N/A
22235562,911 SF,1650.00,352.00,,,N/A
15045338,864 SF,1651.00,307.00,,,N/A
24995091,"1,089.31 SF",1653.00,325.00,,,N/A
19976656,938.6 SF,1654.00,339.00,,,N/A
21189508,"1,000 SF",1657.00,335.00,,,N/A
23006162,970 SF,1659.00,328.00,,,N/A
23047731,649 SF,1659.00,352.00,,,N/A
14844176,890.18 SF,1660.00,385.00,,,N/A
26435565,730 SF,1660.00,358.00,,,N/A
21103579,699.65 SF,1665.00,337.00,,,N/A
15069427,782.25 SF,1669.00,345.00,,,N/A
13699985,861 SF,1670.00,328.00,,,N/A
17417420,673.8 SF,1670.00,355.00,,,N/A
20192486,900 SF,1671.00,354.00,,,N/A
28504162,976 SF,1673.00,330.00,,,N/A
24232642,666 SF,1675.00,360.00,,,N/A
11996034,761 SF,1676.00,356.00,,,N/A
19746636,765 SF,1678.00,360.00,,,N/A
20993645,600 SF,1679.00,360.00,,,N/A
23290273,600 SF,1679.00,372.00,,,N/A
10982273,685 SF,1679.00,354.00,,,N/A
10771058,"1,015 SF",1680.00,342.00,,,N/A
16507589,629 SF,1680.00,351.00,,,N/A
9437454,"1,085 SF",1680.00,362.00,,,N/A
21491589,870 SF,1682.00,346.00,,,N/A
16877275,,1682.00,354.00,,,N/A
27293272,759 SF,1684.00,311.00,,,N/A
15199194,724 SF,1684.00,351.00,,,N/A
27603644,"1,100 SF",1686.00,344.00,,,N/A
12212974,513.44 SF,1686.00,362.00,,,N/A
26980053,779 SF,1688.00,341.00,,,N/A
15607249,683.5 SF,1688.00,353.00,,,N/A
18330023,689 SF,1689.00,310.00,,,N/A
28048583,,1689.00,335.00,,,N/A
24737503,877.26 SF,1689.00,334.00,,,N/A
15343519,711 SF,1690.00,350.00,,,N/A
13078330,800 SF,1690.00,372.00,,,N/A
15837261,"1,115 SF",1690.00,328.00,,,N/A
22770349,963 SF,1692.00,176.00,,,N/A
28087997,735 SF,1693.00,363.00,,,N/A
19985567,603 SF,1694.00,349.00,,,N/A
18880741,832.05 SF,1696.00,333.00,,,N/A
22072184,787.92 SF,1698.00,326.00,,,N/A
23203548,613 SF,1699.00,365.00,,,N/A
13053013,810.52 SF,1702.00,354.00,,,N/A
19125470,,1702.00,361.00,,,N/A
19658490,564 SF,1703.00,348.00,,,N/A
27683464,462 SF,1703.00,358.00,,,N/A
27791782,875 SF,1705.00,346.00,,,N/A
27216622,753.47 SF,1705.00,422.00,,,N/A
27909273,"1,000 SF",1706.00,350.00,,,N/A
23613566,694 SF,1706.00,348.00,,,N/A
25732573,903 SF,1706.00,350.00,,,N/A
18588605,658 SF,1707.00,361.00,,,N/A
20435398,807 SF,1709.00,329.00,,,N/A
9758285,963 SF,1711.00,347.00,,,N/A
10303281,874 SF,1712.00,325.00,,,N/A
15143348,712 SF,1715.00,362.00,,,N/A
16286202,787 SF,1715.00,363.00,,,N/A
11556528,636.04 SF,1716.00,389.00,,,N/A
20270053,,1720.00,389.00,,,N/A
28205286,"1,007 SF",1720.00,355.00,,,N/A
15718964,"1,001.04 SF",1723.00,342.00,,,N/A
28202363,"1,008 SF",1723.00,363.00,,,N/A
24050635,704 SF,1723.00,410.00,,,N/A
25651240,928 SF,1724.00,337.00,,,N/A
26103757,808.37 SF,1727.00,352.00,,,N/A
11683316,"1,170 SF",1728.00,340.00,,,N/A
22151666,"1,019 SF",1728.00,357.00,,,N/A
28376635,783 SF,1728.00,371.00,,,N/A
10621034,"1,075.31 SF",1730.00,347.00,,,N/A
9632446,880 SF,1730.00,347.00,,,N/A
11155313,916 SF,1730.00,370.00,,,N/A
18065939,,1733.00,349.00,,,N/A
14250948,897 SF,1733.00,694.00,,,N/A
12999724,849 SF,1734.00,369.00,,,N/A
26167066,503 SF,1736.00,798.00,,,N/A
15742543,674 SF,1737.00,368.00,,,N/A
13063050,755.63 SF,1738.00,400.00,,,N/A
21000062,788 SF,1738.00,172.00,,,N/A
19345058,590 SF,1742.00,370.00,,,N/A
17895241,747 SF,1742.00,394.00,,,N/A
13178074,894.79 SF,1744.00,370.00,,,N/A
26711176,885 SF,1744.00,370.00,,,N/A
12971303,961 SF,1744.00,370.00,,,N/A
23129845,916 SF,1745.00,359.00,,,N/A
24463384,714.72 SF,1745.00,387.00,,,N/A
10572963,,1750.00,377.00,,,N/A
10888336,,1750.00,396.00,,,N/A
13667054,539.27 SF,1754.00,372.00,,,N/A
17589690,877.26 SF,1756.00,347.00,,,N/A
24633091,922 SF,1758.00,370.00,,,N/A
10428701,"1,235 SF",1759.00,910.00,,,N/A
19016568,957 SF,1760.00,345.00,,,N/A
19261797,"1,091.46 SF",1762.00,356.00,,,N/A
22180526,820.21 SF,1763.00,387.00,,,N/A
15736992,945 SF,1764.00,362.00,,,N/A
14448574,995 SF,1768.00,336.00,,,N/A
17031539,660 SF,1768.00,389.00,,,N/A
24778232,"1,228 SF",1769.00,350.00,,,N/A
19150220,689.97 SF,1771.00,372.00,,,N/A
18138492,678 SF,1771.00,371.00,,,N/A
18191928,"1,020 SF",1772.00,363.00,,,N/A
10182576,"1,079 SF",1773.00,376.00,,,N/A
26923743,865.42 SF,1775.00,1.00,,,N/A
9213796,,1777.00,362.00,,,N/A
21555062,916 SF,1778.00,390.00,,,N/A
24683258,,1778.00,355.00,,,N/A
28763592,780 SF,1778.00,378.00,,,N/A
9371364,948 SF,1780.00,328.00,,,N/A
16644410,"1,318 SF",1783.00,369.00,,,N/A
26693827,930 SF,1785.00,364.00,,,N/A
20949582,671 SF,1786.00,313.00,,,N/A
9326522,877 SF,1787.00,330.00,,,N/A
15670924,653 SF,1791.00,393.00,,,N/A
27399499,572 SF,1793.00,394.00,,,N/A
12788103,952 SF,1794.00,358.00,,,N/A
28758289,915 SF,1797.00,378.00,,,N/A
18430280,925.7 SF,1804.00,373.00,,,N/A
9582734,708.27 SF,1804.00,380.00,,,N/A
23002809,813 SF,1805.00,387.00,,,N/A
19090149,618.92 SF,1806.00,383.00,,,N/A
11637382,"1,515 SF",1808.00,360.00,,,N/A
15324589,884.79 SF,1811.00,403.00,,,N/A
25587833,990.2 SF,1812.00,372.00,,,N/A
8710770,,1815.00,377.00,,,N/A
15939576,976 SF,1816.00,386.00,,,N/A
10417010,844.97 SF,1819.00,385.00,,,N/A
16178763,991.36 SF,1820.00,385.00,,,N/A
16800430,"1,080 SF",1821.00,376.00,,,N/A
18046939,833 SF,1823.00,340.00,,,N/A
14946636,,1825.00,358.00,,,N/A
13732110,700 SF,1826.00,381.00,,,N/A
