Category,Composite_Benchmark,LivingArea,Townhouse_Benchmark,Apartment_Benchmark,One_Storey_HPI,Single_Family_HPI,SaleDD,Address,SaleYYYY,AskingPrice,PriceSold,SaleYYYYMMDD,NumberBedrooms,NumberBathrooms,SaleMM,Two_Storey_HPI,One_Storey_Benchmark,LotSize,Apartment_HPI,DaysOnMarket,Single_Family_Benchmark,Two_Storey_Benchmark,Composite_HPI,Townhouse_HPI,Borough,Lat,Lng
Condominium,240800,850,242600,197300,129.6,126.8,2,4131 Rue De Mentana App. 1 Montreal,2008,,,20080502,2,1,5,123.4,214400,,120.8,55,253800,302800,125.3,135.8,Le Plateau-Mont-Royal,45.524639,-73.574566
Condominium,239700,,241000,194900,129.1,126.4,3,2145 Rue Rachel Condo 203 Montreal,2008,139500,139000,20080403,1,1,4,123.2,213600,,119.3,22,253000,302300,124.7,134.9,Le Plateau-Mont-Royal,45.501689,-73.567256
Condominium,242600,1140,244000,199300,130.3,127.5,23,5430 Boulevard St-Laurent Suite 301 Montreal,2008,289000,277000,20080623,1,1,6,124.2,215600,,122,90,255200,304800,126.2,136.6,Le Plateau-Mont-Royal,45.525338,-73.598144
Condominium,239700,1074,241000,194900,129.1,126.4,8,4398 Rue de Bordeaux Montreal,2008,299000,290000,20080408,2,1,4,123.2,213600,1750,119.3,11,253000,302300,124.7,134.9,Le Plateau-Mont-Royal,45.533852,-73.571754
Condominium,238300,854,239500,193400,128.6,125.7,30,5285 Rue Drolet Condo 202 Montreal,2008,,,20080330,2,1,3,122.3,212700,,118.4,3,251600,300100,124,134.1,Le Plateau-Mont-Royal,45.501689,-73.567256
Condominium,242600,1059,244000,199300,130.3,127.5,3,5460 Mentana Street Montreal,2008,285000,283000,20080603,2,1,6,124.2,215600,,122,49,255200,304800,126.2,136.6,Le Plateau-Mont-Royal,45.532109,-73.591407
Condominium,240800,1300,242600,197300,129.6,126.8,26,4068 Rue St-Hubert Montreal,2008,385000,385000,20080526,2,1,5,123.4,214400,2250,120.8,46,253800,302800,125.3,135.8,Le Plateau-Mont-Royal,45.522719,-73.574827
Condominium,240800,1660,242600,197300,129.6,126.8,8,4354 Rue St-Andr•À_ Montreal,2008,,,20080508,3,1,5,123.4,214400,2160,120.8,28,253800,302800,125.3,135.8,Le Plateau-Mont-Royal,45.501689,-73.567256
Condominium,247000,910,245400,202700,132.4,129.9,9,5242 Rue Henri-Julien App. 3 Montreal,2008,279000,270000,20080909,2,1,9,127,219000,,124.1,120,260000,311600,128.5,137.4,Le Plateau-Mont-Royal,45.526743,-73.592488
Condominium,240800,1069,242600,197300,129.6,126.8,13,5475 Rue St-AndrÌ© Montreal,2008,272000,272000,20080513,2,1,5,123.4,214400,,120.8,11,253800,302800,125.3,135.8,Le Plateau-Mont-Royal,45.531784,-73.592481
Condominium,240800,968,242600,197300,129.6,126.8,29,5235 De GaspÌ© #5 Montreal,2008,274500,278000,20080529,2,1,5,123.4,214400,,120.8,20,253800,302800,125.3,135.8,Le Plateau-Mont-Royal,45.526006,-73.593761
Condominium,247000,500,245400,202700,132.4,129.9,15,2145 Rue Rachel Condo 105 Montreal,2008,139900,,20080915,1,1,9,127,219000,,124.1,120,260000,311600,128.5,137.4,Le Plateau-Mont-Royal,45.501689,-73.567256
Condominium,246200,1925,247200,202000,132.2,129.4,4,4293 Avenue de l'Esplanade Montreal,2008,589000,,20080804,3,1,8,126.2,218700,3461,123.7,60,259000,309700,128.1,138.4,Le Plateau-Mont-Royal,45.517076,-73.585031
Condominium,246200,939,247200,202000,132.2,129.4,18,"5478, de Mentana Montreal",2008,295000,295000,20080818,2,1,8,126.2,218700,,123.7,60,259000,309700,128.1,138.4,Le Plateau-Mont-Royal,45.532181,-73.591563
Condominium,242600,950,244000,199300,130.3,127.5,13,4019 Avenue De Lorimier App. 3 Montreal,2008,219000,219000,20080613,2,1,6,124.2,215600,,122,2,255200,304800,126.2,136.6,Le Plateau-Mont-Royal,45.532079,-73.565442
Condominium,247000,750,245400,202700,132.4,129.9,12,4490 Saint Urbain Street App. 305 Montreal,2008,235000,227000,20080912,1,1,9,127,219000,,124.1,85,260000,311600,128.5,137.4,Le Plateau-Mont-Royal,45.518749,-73.587231
Condominium,247000,1160,245400,202700,132.4,129.9,27,4200 Rue de Lorimier Condo 101 Montreal,2008,,,20080927,1,1,9,127,219000,,124.1,64,260000,311600,128.5,137.4,Le Plateau-Mont-Royal,45.501689,-73.567256
Condominium,246200,780,247200,202000,132.2,129.4,20,4059 Avenue DeLorimier Montreal,2008,212000,206000,20080820,1,1,8,126.2,218700,,123.7,34,259000,309700,128.1,138.4,Le Plateau-Mont-Royal,45.532284,-73.565868
Condominium,247200,856,252600,203800,132.7,129.8,28,5375 Rue Drolet App. 202 Montreal,2009,252000,,20090128,2,1,1,126.4,219500,,124.8,150,259800,310200,128.6,141.4,Le Plateau-Mont-Royal,45.527969,-73.593707
Condominium,247400,1104,252800,202000,133.5,130.3,4,5375 Rue Drolet App. 401 Montreal,2008,339000,,20081104,3,1,11,126.6,220800,,123.7,88,260800,310700,128.7,141.5,Le Plateau-Mont-Royal,45.527969,-73.593707
Condominium,250100,472,252600,208400,133.6,130.9,18,"2145, Rue Rachel Est #201 Montreal",2009,135000,131250,20090718,1,1,7,127.7,221000,,127.6,300,262000,313400,130.1,141.4,Le Plateau-Mont-Royal,45.533336,-73.567045
Condominium,247200,1100,252600,203800,132.7,129.8,25,13837 Rue Notre-Dame Est App. 302 Montreal,2009,140000,135000,20090125,3,1,1,126.4,219500,4500,124.8,120,259800,310200,128.6,141.4,Pointe-Aux-Trembles / East Montreal,45.664845,-73.494396
Condominium,254100,819,250400,210700,136.6,133.4,27,16097 Rue Forsyth Montreal,2009,,147000,20091027,2,1,10,129.6,226000,,129,210,267000,318000,132.2,140.2,Pointe-Aux-Trembles / East Montreal,45.694797,-73.493321
Condominium,248700,980,252000,207100,132.8,130.2,8,2019 Avenue 52 App. 301 Montreal,2009,169000,165000,20090608,2,1,6,127.2,219700,,126.8,61,260600,312100,129.4,141.1,Pointe-Aux-Trembles / East Montreal,45.671114,-73.502276
Condominium,248700,,252000,207100,132.8,130.2,18,2400 Boulevard du Tricentenaire app.3 Montreal,2009,109900,,20090618,1,1,6,127.2,219700,,126.8,41,260600,312100,129.4,141.1,Pointe-Aux-Trembles / East Montreal,45.652341,-73.509506
Condominium,270200,887,279000,225200,144.1,141.5,11,"2300, boulevard Tricentenaire, condo 1 Montreal",2010,149000,135000,20100511,2,1,5,138.5,238400,,137.9,120,283200,339900,140.6,156.2,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,271400,943,281200,226500,144.6,142,13,"16225, Eugenie-Tessier, app. 301 Montreal",2010,164900,160000,20100613,2,1,6,138.9,239200,,138.7,150,284200,340800,141.2,157.4,Pointe-Aux-Trembles / East Montreal,45.695904,-73.48908
Condominium,255600,992,249000,212200,137,134.1,25,"401-16, 185 Eug•À_nie-Tessier Montreal",2009,159000,157000,20091125,2,1,11,130.7,226600,,129.9,35,268400,320700,133,139.4,Pointe-Aux-Trembles / East Montreal,45.695425,-73.488976
Condominium,281000,1006,284700,239800,146.9,145.8,22,"203-15500, Sherbrooke Est Montreal",2011,164900,160000,20111222,1,1,12,144.4,243000,,146.8,720,291900,354300,146.2,159.4,Pointe-Aux-Trembles / East Montreal,45.689201,-73.49767
Condominium,258900,980,264400,214800,138.2,135.7,24,"1063, rue Ir•À_ne S•À_n•À_cal Montreal",2010,149900,149900,20100124,2,1,1,132.9,228600,5524,131.5,17,271600,326100,134.7,148,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,266400,882,271700,222100,142.1,139.4,18,"16030, rue Forsyth Montreal",2010,169900,165000,20100318,2,1,3,136.3,235100,,136,47,279000,334500,138.6,152.1,Pointe-Aux-Trembles / East Montreal,45.695077,-73.492132
Condominium,277200,1046,285600,232600,146,144.7,20,"13627, rue Forsyth, condo 1 Montreal",2011,174900,168000,20110120,3,1,1,143.1,241500,,142.4,360,289600,351100,144.2,159.9,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,,,,,,,6,14679 Sherbrooke est Montreal,2004,127900,124900,20041006,3,1,10,,,,,90,,,,,Pointe-Aux-Trembles / East Montreal,45.678682,-73.501845
Condominium,270200,900,279000,225200,144.1,141.5,10,16104 Forsyth Montreal,2010,175000,165000,20100510,2,1,5,138.5,238400,,137.9,90,283200,339900,140.6,156.2,Pointe-Aux-Trembles / East Montreal,45.695534,-73.491434
Condominium,270200,1050,279000,225200,144.1,141.5,17,"13667, rue forsyth, app. 2 Montreal",2010,174900,,20100517,3,1,5,138.5,238400,,137.9,83,283200,339900,140.6,156.2,Pointe-Aux-Trembles / East Montreal,45.663985,-73.505177
Condominium,273100,929,271100,227500,145.6,143.1,30,16415 Rue Bureau app#5 Montreal,2010,185000,182000,20100930,2,1,9,140.1,240900,17873,139.3,34,286400,343800,142.1,151.8,Pointe-Aux-Trembles / East Montreal,45.701479,-73.480072
Condominium,268500,1088,279400,223900,143.1,140.4,14,"15625, rue Forsyth Montreal",2010,185000,179000,20100414,1,1,4,137.3,236700,,137.1,31,281000,336900,139.7,156.4,Pointe-Aux-Trembles / East Montreal,45.691169,-73.49538
Condominium,268500,875,279400,223900,143.1,140.4,3,"16147, rue Forsyth Montreal",2010,159500,152000,20100403,2,1,4,137.3,236700,,137.1,16,281000,336900,139.7,156.4,Pointe-Aux-Trembles / East Montreal,45.695082,-73.49279
Condominium,271400,915,281200,226500,144.6,142,14,16051 Forsyth Montreal,2010,167000,160000,20100614,2,1,6,138.9,239200,,138.7,68,284200,340800,141.2,157.4,Pointe-Aux-Trembles / East Montreal,45.694486,-73.493981
Condominium,280200,865,282200,235900,147.8,146.3,12,"13675, rue Prince-Arthur Montreal",2011,144900,139500,20110212,2,1,2,144.5,244500,1227,144.4,300,292900,354600,145.8,158,Pointe-Aux-Trembles / East Montreal,45.665299,-73.511087
Condominium,271400,1100,281200,226500,144.6,142,25,"1107, 7e avenue Montreal",2010,179000,170000,20100625,2,1,6,138.9,239200,,138.7,39,284200,340800,141.2,157.4,Pointe-Aux-Trembles / East Montreal,45.639092,-73.500605
Condominium,271400,1250,281200,226500,144.6,142,28,"1100, rue de la famille dubreuil Montreal",2010,174500,168000,20100628,3,1,6,138.9,239200,7552,138.7,76,284200,340800,141.2,157.4,Pointe-Aux-Trembles / East Montreal,45.69352,-73.493578
Condominium,272200,875,274900,227400,145.2,142.4,14,"16148, rue Forsyth Montreal",2010,178500,170500,20100714,2,1,7,139.2,240200,,139.2,86,285000,341600,141.6,153.9,Pointe-Aux-Trembles / East Montreal,45.695845,-73.49099
Condominium,272600,922,273300,227900,145.1,142.6,5,"16410, rue Bureau App.3 Montreal",2010,179800,177000,20100805,2,1,8,139.6,240000,,139.5,48,285400,342600,141.8,153,Pointe-Aux-Trembles / East Montreal,45.701402,-73.479752
Condominium,214100,640,204700,177400,114.5,112.2,30,1084 Famille Dubreuil Montreal,2006,148900,142000,20060730,2,1,7,109.4,189400,,108.6,120,224600,268500,111.4,114.6,Pointe-Aux-Trembles / East Montreal,45.693837,-73.495293
Condominium,274700,1056,275300,229800,145.9,143.6,7,"2067 53e avenue, app. #3 Montreal",2010,199900,191000,20101107,2,1,11,141,241400,,140.7,90,287400,346000,142.9,154.1,Pointe-Aux-Trembles / East Montreal,45.672211,-73.503503
Condominium,198400,1249,188800,166800,104.1,103.4,18,16135 rue Forsyth Montreal,2005,144900,140000,20050418,3,1,4,102.5,172200,,102.1,120,207000,251500,103.2,105.7,Pointe-Aux-Trembles / East Montreal,45.695019,-73.492913
Condominium,280200,840,282200,235900,147.8,146.3,12,"1018, Famille-Dubreuil Montreal",2011,129900,128000,20110212,2,1,2,144.5,244500,,144.4,120,292900,354600,145.8,158,Pointe-Aux-Trembles / East Montreal,45.693243,-73.492225
Condominium,277200,102,285600,232600,146,144.7,13,2400 boul. du Tricentenaire apt. 3 Montreal,2011,129900,129900,20110113,1,1,1,143.1,241500,21130,142.4,90,289600,351100,144.2,159.9,Pointe-Aux-Trembles / East Montreal,45.652341,-73.509506
Condominium,277200,940,285600,232600,146,144.7,17,302-560 boul. Tricentenaire Montreal,2011,183500,179000,20110117,2,1,1,143.1,241500,,142.4,90,289600,351100,144.2,159.9,Pointe-Aux-Trembles / East Montreal,45.649295,-73.490874
Condominium,280200,,282200,235900,147.8,146.3,24,14663 Sherbrooke Est Montreal,2011,164900,158000,20110224,2,,2,144.5,244500,1163,144.4,90,292900,354600,145.8,158,Pointe-Aux-Trembles / East Montreal,45.678412,-73.501941
Condominium,199700,,191300,167700,105.3,104.2,6,"1289, Joseph-Janot app.4 Montreal",2005,119900,114500,20050606,2,1,6,102.7,174200,,102.7,90,208600,252000,103.9,107.1,Pointe-Aux-Trembles / East Montreal,45.651797,-73.497397
Condominium,282900,997,281500,237500,149,147.8,18,960 Ir•À_ne S•À_n•À_cal appt 4 Montreal,2011,178400,175000,20110318,2,1,3,146.3,246500,,145.4,24,295900,359000,147.2,157.6,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,282900,750,281500,237500,149,147.8,8,16245 Eug•À_nie-Tessier Montreal,2011,170000,157450,20110308,2,1,3,146.3,246500,2090,145.4,7,295900,359000,147.2,157.6,Pointe-Aux-Trembles / East Montreal,45.696067,-73.489036
Condominium,200100,,193800,168400,105.6,104.3,22,2970 rue Du Trianon app:107 Montreal,2005,178000,160000,20050722,2,1,7,102.6,174700,,103.1,78,208800,251800,104.1,108.5,Pointe-Aux-Trembles / East Montreal,45.587981,-73.534496
Condominium,282900,1100,281500,237500,149,147.8,31,1107 Alexander C. Hutchison Montreal,2011,174500,170000,20110331,2,1,3,146.3,246500,,145.4,22,295900,359000,147.2,157.6,Pointe-Aux-Trembles / East Montreal,45.692773,-73.493544
Condominium,281000,980,284700,239800,146.9,145.8,5,16225 Eugenie-Tessier  app 102 Montreal,2011,164900,160000,20111205,2,1,12,144.4,243000,,146.8,240,291900,354300,146.2,159.4,Pointe-Aux-Trembles / East Montreal,45.695904,-73.48908
Condominium,284500,1012,281300,240300,150.1,148.3,20,1109 7e Avenue Montreal,2011,160000,160000,20110720,2,1,7,146.1,248300,2803,147.1,90,296900,358500,148,157.5,Pointe-Aux-Trembles / East Montreal,45.639102,-73.500665
Condominium,284100,978,269500,239600,149.8,148.2,6,"14350, Notre-Dame Est #312 Montreal",2011,324000,310000,20110606,2,2,6,146.3,247800,,146.7,68,296700,359000,147.8,150.9,Pointe-Aux-Trembles / East Montreal,45.672346,-73.493589
Condominium,284100,1200,269500,239600,149.8,148.2,10,13837 Rue Notre-Dame Est app302 Montreal,2011,165000,165000,20110610,3,1,6,146.3,247800,,146.7,49,296700,359000,147.8,150.9,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,284100,1230,269500,239600,149.8,148.2,28,14660 Sherbrooke Est app.7 Montreal,2011,182000,170000,20110628,2,1,6,146.3,247800,,146.7,27,296700,359000,147.8,150.9,Pointe-Aux-Trembles / East Montreal,45.678715,-73.501795
Condominium,284700,1000,285600,241700,149.2,148,11,"2019, 52e avenue Montreal",2011,179900,179900,20110811,2,1,8,146.6,246800,1822,148,34,296300,359700,148.1,159.9,Pointe-Aux-Trembles / East Montreal,45.671114,-73.502276
Condominium,214900,1150,203600,178500,114.9,112.6,2,15500 Sherbrooke Est Apt: 243 Montreal,2006,155000,155000,20060802,2,1,8,109.8,190100,,109.3,90,225400,269400,111.8,114,Pointe-Aux-Trembles / East Montreal,45.689201,-73.49767
Condominium,284700,1133,290800,242100,148.7,147.8,10,"4-15992, rue Eug•À_nie-Tessier Montreal",2012,189900,185000,20120210,2,1,2,146.7,246000,,148.2,38,295900,360000,148.1,162.8,Pointe-Aux-Trembles / East Montreal,45.693994,-73.490229
Condominium,284900,849,286700,242700,148.9,147.8,20,"16117, rue Forsyth Montreal",2011,149000,143000,20111120,2,1,11,146.6,246300,,148.6,75,295900,359700,148.2,160.5,Pointe-Aux-Trembles / East Montreal,45.694797,-73.492986
Condominium,296000,1054,305400,247000,155.4,155.1,15,"300-16265, rue Victoria Montreal",2014,229900,220000,20140115,2,1,1,154.7,257100,,151.2,90,310500,379600,154,171,Pointe-Aux-Trembles / East Montreal,45.69662,-73.489989
Condominium,284900,929,286700,242700,148.9,147.8,18,"301-16237, rue Forsyth Montreal",2011,169000,162000,20111118,2,1,11,146.6,246300,,148.6,66,295900,359700,148.2,160.5,Pointe-Aux-Trembles / East Montreal,45.695937,-73.490952
Condominium,291400,1017,296200,248400,152.3,151.1,4,111-14 360 Notre-Dame Est Montreal,2012,374500,360000,20120904,3,2,9,149.7,251900,,152.1,330,302500,367300,151.6,165.8,Pointe-Aux-Trembles / East Montreal,45.676603,-73.491251
Condominium,291800,929,288300,248100,152.7,151.5,10,"201-16241, rue Forsyth Montreal",2012,189900,186000,20120610,2,1,6,150.2,252600,,151.9,240,303300,368600,151.8,161.4,Pointe-Aux-Trembles / East Montreal,45.695979,-73.490883
Condominium,286000,960,287800,243500,149.7,148.5,12,"1044, rue de la Famille Dubreuil Montreal",2011,158900,155000,20111012,2,1,10,147,247600,,149.1,19,297300,360700,148.8,161.1,Pointe-Aux-Trembles / East Montreal,45.69332,-73.492736
Condominium,288900,1244,288500,244500,151.5,150.5,16,"12-1289, rue Joseph-Janot Montreal",2012,172900,167500,20120316,2,1,3,149.3,250600,,149.7,150,301300,366400,150.3,161.5,Pointe-Aux-Trembles / East Montreal,45.651797,-73.497397
Condominium,286000,1004,287800,243500,149.7,148.5,14,"12-1355, rue Georges Vermette Montreal",2011,169900,162000,20111014,2,1,10,147,247600,,149.1,2,297300,360700,148.8,161.1,Pointe-Aux-Trembles / East Montreal,45.652992,-73.501604
Condominium,284900,1100,286700,242700,148.9,147.8,23,"1157, Alexander-C-Hutchison Montreal",2011,184900,183500,20111123,1,1,11,146.6,246300,,148.6,38,295900,359700,148.2,160.5,Pointe-Aux-Trembles / East Montreal,45.692974,-73.493963
Condominium,284700,1164,290800,242100,148.7,147.8,3,"4-14560, rue Sherbrooke est Montreal",2012,210000,206000,20120203,2,1,2,146.7,246000,,148.2,72,295900,360000,148.1,162.8,Pointe-Aux-Trembles / East Montreal,45.67728,-73.502297
Condominium,283100,939,288100,241600,148.3,146.9,11,"402-16239, rue Forsyth Montreal",2012,182900,180750,20120111,2,1,1,145.2,245300,,147.9,5,294100,356300,147.3,161.3,Pointe-Aux-Trembles / East Montreal,45.695961,-73.490919
Condominium,288900,813,288500,244500,151.5,150.5,22,"402-16245, rue Eug•À_nie Tessier Montreal",2012,171500,165500,20120322,2,1,3,149.3,250600,,149.7,69,301300,366400,150.3,161.5,Pointe-Aux-Trembles / East Montreal,45.696067,-73.489036
Condominium,290400,1139,288500,247500,151.8,150.8,22,"3-910, rue Ir•À_ne S•À_n•À_cal Montreal",2012,199700,196000,20120722,2,1,7,149.7,251100,,151.5,80,301900,367300,151.1,161.5,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,288900,1160,288500,244500,151.5,150.5,15,"12807, rue Ren•À_ L•À_vesque Montreal",2012,162000,159000,20120315,2,1,3,149.3,250600,,149.7,29,301300,366400,150.3,161.5,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,284700,1100,290800,242100,148.7,147.8,8,"15833, Victoria Montreal",2012,189900,185000,20120208,2,1,2,146.7,246000,,148.2,13,295900,360000,148.1,162.8,Pointe-Aux-Trembles / East Montreal,45.69237,-73.492324
Condominium,284700,1360,290800,242100,148.7,147.8,29,"5-14835, rue Sherbrooke est Montreal",2012,211900,209000,20120229,3,1,2,146.7,246000,,148.2,31,295900,360000,148.1,162.8,Pointe-Aux-Trembles / East Montreal,45.680034,-73.501834
Condominium,290200,1362,298500,247500,151.7,150.5,30,"7-14835, rue Sherbrooke Est Montreal",2012,207000,203500,20121130,3,1,11,149,251000,,151.5,270,301300,365600,151,167.1,Pointe-Aux-Trembles / East Montreal,45.680034,-73.501834
Condominium,209700,1000,200800,174300,111.7,109.7,29,"1115, 7E Avenue Montreal",2006,144900,138500,20060329,2,1,3,107.2,184800,2760,106.7,44,219600,263100,109.1,112.4,Pointe-Aux-Trembles / East Montreal,45.63912,-73.500785
Condominium,288900,1133,288500,244500,151.5,150.5,27,"5-15988, rue Eug•À_nie-Tessier Montreal",2012,,,20120327,2,1,3,149.3,250600,,149.7,29,301300,366400,150.3,161.5,Pointe-Aux-Trembles / East Montreal,45.69401,-73.490615
Condominium,290600,1250,292200,245700,152.6,151.4,9,"15845, rue Victoria Montreal",2012,219000,205000,20120409,5,2,4,150,252400,,150.4,21,303100,368100,151.2,163.6,Pointe-Aux-Trembles / East Montreal,45.692697,-73.491992
Condominium,291800,1076,288300,248100,152.7,151.5,13,"302-1355, boul. du Tricentenaire Montreal",2012,169900,160000,20120613,3,1,6,150.2,252600,9612,151.9,71,303300,368600,151.8,161.4,Pointe-Aux-Trembles / East Montreal,45.651001,-73.498682
Condominium,290800,1044,287900,245500,153,151.6,15,"16141, rue Forsyth Montreal",2012,189900,183000,20120515,2,1,5,149.8,253100,,150.3,30,303500,367600,151.3,161.2,Pointe-Aux-Trembles / East Montreal,45.695023,-73.492904
Condominium,296200,600,306200,249600,155.8,154.4,24,"101-16285, rue Eugenie-Tessier Montreal",2013,131900,127500,20130424,1,1,4,152.9,257700,,152.8,150,309100,375200,154.1,171.4,Pointe-Aux-Trembles / East Montreal,45.696432,-73.488941
Condominium,291200,1133,302400,248900,151.9,150.8,12,"6-930, rue Ir•À_ne S•À_n•À_cal Montreal",2012,193000,188000,20121012,2,1,10,149.4,251300,,152.4,150,301900,366600,151.5,169.3,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,291400,1355,296200,248400,152.3,151.1,17,"3-14835, rue Sherbrooke Est Montreal",2012,218000,215000,20120917,3,1,9,149.7,251900,,152.1,120,302500,367300,151.6,165.8,Pointe-Aux-Trembles / East Montreal,45.680034,-73.501834
Condominium,291800,851,288300,248100,152.7,151.5,29,"7-12840, rue de Montigny Montreal",2012,158000,155000,20120629,2,1,6,150.2,252600,,151.9,45,303300,368600,151.8,161.4,Pointe-Aux-Trembles / East Montreal,45.652911,-73.502728
Condominium,290400,1100,288500,247500,151.8,150.8,13,"303-1820, rue Georges Vermette Montreal",2012,187900,175000,20120713,3,1,7,149.7,251100,,151.5,37,301900,367300,151.1,161.5,Pointe-Aux-Trembles / East Montreal,45.653003,-73.505707
Condominium,290200,1100,298500,247500,151.7,150.5,3,"1059, rue Ir•À_ne-S•À_n•À_cal Montreal",2012,,,20121103,2,1,11,149,251000,,151.5,90,301300,365600,151,167.1,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,290200,1100,298500,247500,151.7,150.5,14,"1063, rue Ir•À_ne-S•À_n•À_cal Montreal",2012,,,20121114,2,1,11,149,251000,,151.5,90,301300,365600,151,167.1,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,290400,624,308500,246600,151.1,150.8,19,"16083, rue Victoria Montreal",2013,131900,127000,20130119,1,1,1,150.5,250000,,151,150,301900,369300,151.1,172.7,Pointe-Aux-Trembles / East Montreal,45.695897,-73.48999
Condominium,294700,867,306900,247900,154.7,153.8,7,"16081, rue Victoria Montreal",2013,174000,172000,20130307,2,1,3,152.8,255900,,151.8,180,307900,374900,153.3,171.8,Pointe-Aux-Trembles / East Montreal,45.695893,-73.489991
Condominium,219500,,213600,179300,118.1,115.4,9,14540 Sherbrooke Est condo 1 Montreal,2007,179900,179900,20070109,2,1,1,112.1,195400,,109.8,210,231000,275100,114.2,119.6,Pointe-Aux-Trembles / East Montreal,45.501689,-73.567256
Condominium,290400,1174,308500,246600,151.1,150.8,19,"103, 83e avenue Montreal",2013,144900,140000,20130119,2,1,1,150.5,250000,,151,90,301900,369300,151.1,172.7,Pointe-Aux-Trembles / East Montreal,45.690467,-73.487701
Condominium,294700,830,306900,247900,154.7,153.8,14,"3-1355, rue Georges-Vermette Montreal",2013,154800,152800,20130314,2,1,3,152.8,255900,,151.8,90,307900,374900,153.3,171.8,Pointe-Aux-Trembles / East Montreal,45.652992,-73.501604
Condominium,290400,,308500,246600,151.1,150.8,19,"8-1349, rue Joseph Janot Montreal",2013,157500,152500,20130119,2,1,1,150.5,250000,,151,90,301900,369300,151.1,172.7,Pointe-Aux-Trembles / East Montreal,45.65187,-73.497845
Condominium,294700,839,306900,247900,154.7,153.8,29,"3-1365, rue Georges Vermette Montreal",2013,149900,145000,20130329,2,1,3,152.8,255900,,151.8,150,307900,374900,153.3,171.8,Pointe-Aux-Trembles / East Montreal,45.65303,-73.501759
Condominium,294700,1348,306900,247900,154.7,153.8,30,"14689, rue Sherbrooke Est Montreal",2013,199000,195000,20130330,3,1,3,152.8,255900,,151.8,120,307900,374900,153.3,171.8,Pointe-Aux-Trembles / East Montreal,45.678851,-73.501785
Condominium,214900,,203600,178500,114.9,112.6,8,15500 Sherbrooke Est #81 Montreal,2006,174900,168000,20060808,2,1,8,109.8,190100,,109.3,55,225400,269400,111.8,114,Pointe-Aux-Trembles / East Montreal,45.689201,-73.49767
Condominium,292300,950,305800,247100,152.1,152.2,14,815 Tricentenaire Montreal,2013,185000,183000,20130214,2,2,2,152.3,251600,,151.3,21,304700,373700,152.1,171.2,Pointe-Aux-Trembles / East Montreal,45.649955,-73.492772
Condominium,292300,890,305800,247100,152.1,152.2,11,"14-2400, boulevard du Tricentenaire Montreal",2013,159900,159900,20130211,2,1,2,152.3,251600,,151.3,60,304700,373700,152.1,171.2,Pointe-Aux-Trembles / East Montreal,45.652341,-73.509506
Condominium,292300,1045,305800,247100,152.1,152.2,24,"19, 67 e avenue Montreal",2013,184000,180000,20130224,2,1,2,152.3,251600,,151.3,12,304700,373700,152.1,171.2,Pointe-Aux-Trembles / East Montreal,45.536153,-73.726878
Condominium,294700,1095,306900,247900,154.7,153.8,4,"15835, rue Forsyth Montreal",2013,217900,205000,20130304,2,1,3,152.8,255900,,151.8,29,307900,374900,153.3,171.8,Pointe-Aux-Trembles / East Montreal,45.692211,-73.495178
Condominium,214900,,203600,178500,114.9,112.6,1,14685 Sherbrook Est Montreal,2006,134000,128000,20060801,2,1,8,109.8,190100,,109.3,14,225400,269400,111.8,114,Pointe-Aux-Trembles / East Montreal,45.678783,-73.501809
Condominium,298100,850,313800,248900,156.8,156.1,1,"1436, avenue Yves Th•À_riault Montreal",2013,163900,158000,20131101,2,1,11,155.2,259400,,152.4,240,312500,380800,155.1,175.7,Pointe-Aux-Trembles / East Montreal,45.678331,-73.496586
Condominium,298300,806,309200,250600,156.4,155.8,31,"3-12840, rue de Montigny Montreal",2013,147900,144000,20130731,2,1,7,155.2,258700,,153.4,120,311900,380800,155.2,173.1,Pointe-Aux-Trembles / East Montreal,45.652911,-73.502728
Condominium,298300,1016,309200,250600,156.4,155.8,5,"203-16045, rue Eugenie Tessier Montreal",2013,,,20130705,3,1,7,155.2,258700,,153.4,90,311900,380800,155.2,173.1,Pointe-Aux-Trembles / East Montreal,45.694347,-73.490261
Condominium,296200,1032,306200,249600,155.8,154.4,4,"204-13111, rue Forsyth Montreal",2013,182000,172500,20130404,2,1,4,152.9,257700,,152.8,10,309100,375200,154.1,171.4,Pointe-Aux-Trembles / East Montreal,45.656642,-73.507225
Condominium,298300,1356,309400,249900,156.4,156,26,"152-12651, rue Forsyth Montreal",2013,206000,205500,20130926,3,1,9,155.4,258700,,153,150,312300,381300,155.2,173.2,Pointe-Aux-Trembles / East Montreal,45.651319,-73.50852
