,MlsNumber,LivingArea,MunicipalTax,SchoolTax,LotAssessment,BuildingAssessment,Area
4462,22072184,787.92,1698.0,326.00,,,
4463,23203548,613.0,1699.0,365.00,,,
4464,13053013,810.52,1702.0,354.00,,,
4465,19125470,,1702.0,361.00,,,
4466,19658490,564.0,1703.0,348.00,,,
4467,27683464,462.0,1703.0,358.00,,,
4468,27791782,875.0,1705.0,346.00,,,
4469,27216622,753.47,1705.0,422.00,,,
4470,27909273,1000.0,1706.0,350.00,,,
4471,23613566,694.0,1706.0,348.00,,,
4472,25732573,903.0,1706.0,350.00,,,
4473,18588605,658.0,1707.0,361.00,,,
4474,20435398,807.0,1709.0,329.00,,,
4475,9758285,963.0,1711.0,347.00,,,
4476,10303281,874.0,1712.0,325.00,,,
4477,15143348,712.0,1715.0,362.00,,,
4478,16286202,787.0,1715.0,363.00,,,
4479,11556528,636.04,1716.0,389.00,,,
4480,20270053,,1720.0,389.00,,,
4481,28205286,1007.0,1720.0,355.00,,,
4482,15718964,1001.04,1723.0,342.00,,,
4483,28202363,1008.0,1723.0,363.00,,,
4484,24050635,704.0,1723.0,410.00,,,
4485,25651240,928.0,1724.0,337.00,,,
4486,26103757,808.37,1727.0,352.00,,,
4487,11683316,1170.0,1728.0,340.00,,,
4488,22151666,1019.0,1728.0,357.00,,,
4489,28376635,783.0,1728.0,371.00,,,
4490,10621034,1075.31,1730.0,347.00,,,
4491,9632446,880.0,1730.0,347.00,,,
4492,11155313,916.0,1730.0,370.00,,,
4493,18065939,,1733.0,349.00,,,
4494,14250948,897.0,1733.0,694.00,,,
4495,12999724,849.0,1734.0,369.00,,,
4496,26167066,503.0,1736.0,798.00,,,
4497,15742543,674.0,1737.0,368.00,,,
4498,13063050,755.63,1738.0,400.00,,,
4499,21000062,788.0,1738.0,172.00,,,
4500,19345058,590.0,1742.0,370.00,,,
4501,17895241,747.0,1742.0,394.00,,,
4502,13178074,894.79,1744.0,370.00,,,
4503,26711176,885.0,1744.0,370.00,,,
4504,12971303,961.0,1744.0,370.00,,,
4505,23129845,916.0,1745.0,359.00,,,
4506,24463384,714.72,1745.0,387.00,,,
4507,10572963,,1750.0,377.00,,,
4508,10888336,,1750.0,396.00,,,
4509,13667054,539.27,1754.0,372.00,,,
4510,17589690,877.26,1756.0,347.00,,,
4511,24633091,922.0,1758.0,370.00,,,
4512,10428701,1235.0,1759.0,910.00,,,
4513,19016568,957.0,1760.0,345.00,,,
4514,19261797,1091.46,1762.0,356.00,,,
4515,22180526,820.21,1763.0,387.00,,,
4516,15736992,945.0,1764.0,362.00,,,
4517,14448574,995.0,1768.0,336.00,,,
4518,17031539,660.0,1768.0,389.00,,,
4519,24778232,1228.0,1769.0,350.00,,,
4520,19150220,689.97,1771.0,372.00,,,
4521,18138492,678.0,1771.0,371.00,,,
4522,18191928,1020.0,1772.0,363.00,,,
4523,10182576,1079.0,1773.0,376.00,,,
4524,26923743,865.42,1775.0,1.00,,,
4525,9213796,,1777.0,362.00,,,
4526,21555062,916.0,1778.0,390.00,,,
4527,24683258,,1778.0,355.00,,,
4528,28763592,780.0,1778.0,378.00,,,
4529,9371364,948.0,1780.0,328.00,,,
4530,16644410,1318.0,1783.0,369.00,,,
4531,26693827,930.0,1785.0,364.00,,,
4532,20949582,671.0,1786.0,313.00,,,
4533,9326522,877.0,1787.0,330.00,,,
4534,15670924,653.0,1791.0,393.00,,,
4535,27399499,572.0,1793.0,394.00,,,
4536,12788103,952.0,1794.0,358.00,,,
4537,28758289,915.0,1797.0,378.00,,,
4538,18430280,925.7,1804.0,373.00,,,
4539,9582734,708.27,1804.0,380.00,,,
4540,23002809,813.0,1805.0,387.00,,,
4541,19090149,618.92,1806.0,383.00,,,
4542,11637382,1515.0,1808.0,360.00,,,
4543,15324589,884.79,1811.0,403.00,,,
4544,25587833,990.2,1812.0,372.00,,,
4545,8710770,,1815.0,377.00,,,
4546,15939576,976.0,1816.0,386.00,,,
4547,10417010,844.97,1819.0,385.00,,,
4548,16178763,991.36,1820.0,385.00,,,
4549,16800430,1080.0,1821.0,376.00,,,
4550,18046939,833.0,1823.0,340.00,,,
4551,14946636,,1825.0,358.00,,,
4552,13732110,700.0,1826.0,381.00,,,
4553,12077928,860.04,1826.0,385.00,,,
4554,28968370,1520.0,1826.0,689.00,,,
4555,13832402,998.89,1828.0,380.00,,,
4556,9141263,860.0,1832.0,598.00,,,
4557,22155623,1203.0,1834.0,361.00,,,
4558,23350151,970.0,1834.0,384.00,,,
4559,13974759,601.7,1834.0,378.00,,,
4560,26185563,755.0,1835.0,378.00,,,
4561,22936953,,1835.0,350.00,,,
4562,27276170,,1835.0,360.00,,,
4563,24077785,1075.0,1836.0,367.00,,,
4564,11712229,679.0,1837.0,380.00,,,
4565,13780099,813.75,1837.0,377.00,,,
4566,18839262,753.2,1839.0,382.00,,,
4567,13954532,705.04,1840.0,381.00,,,
4568,27373570,850.0,1842.0,381.00,,,
4569,18407130,934.0,1843.0,381.00,,,
4570,13302142,1008.0,1846.0,405.00,,,
4571,24075465,780.0,1848.0,415.00,,,
4572,10732884,909.0,1849.0,383.00,,,
4573,14681960,1259.0,1849.0,406.00,,,
4574,17751356,1083.0,1851.0,364.00,,,
4575,11209147,598.0,1851.0,407.00,,,
4576,17217518,808.0,1851.0,407.00,,,
4577,28443485,,1855.0,395.00,,,
4578,16152061,916.01,1862.0,396.00,,,
4579,24151236,942.0,1864.0,366.00,,,
4580,18303614,,1864.0,392.00,,,
4581,21426692,731.0,1865.0,356.00,,,
4582,28906912,862.19,1866.0,382.00,,,
4583,26480845,744.6,1866.0,384.00,,,
4584,22913821,702.0,1866.0,390.00,,,
4585,16812471,845.0,1867.0,382.00,,,
4586,15836531,,1867.0,393.00,,,
4587,15095059,1020.0,1868.0,345.00,,,
4588,28209454,670.59,1868.0,456.00,,,
4589,26790912,931.0,1872.0,393.00,,,
4590,16599196,712.0,1873.0,285.00,,,
4591,16471699,1150.0,1874.0,356.00,,,
4592,23691807,786.0,1875.0,384.00,,,
4593,20501165,933.23,1876.0,386.00,,,
4594,18294152,,1877.0,399.00,,,
4595,21718246,514.0,1877.0,386.00,,,
4596,28764439,948.3,1880.0,388.00,,,
4597,14672036,,1880.0,406.00,,,
4598,22511552,1044.0,1883.0,387.00,,,
4599,14215247,758.0,1884.0,390.00,,,
4600,25602045,856.81,1884.0,399.00,,,
4601,16904846,1142.0,1885.0,320.00,,,
4602,24562072,1104.0,1886.0,367.00,,,
4603,17391385,903.0,1887.0,399.00,,,
4604,20873645,,1896.0,390.00,,,
4605,21911956,782.54,1896.0,381.00,,,
4606,15691981,787.92,1896.0,354.00,,,
4607,9160050,914.0,1897.0,351.00,,,
4608,25731571,628.0,1898.0,389.00,,,
4609,18182798,933.2,1900.0,351.00,,,
4610,22497287,878.0,1900.0,384.00,,,
4611,26369332,805.0,1900.0,366.00,,,
4612,25106425,662.0,1900.0,400.00,,,
4613,22343448,800.0,1900.0,180.00,,,
4614,18483973,,1900.0,375.00,,,
4615,22277558,1154.0,1903.0,388.00,,,
4616,23442815,970.0,1906.0,407.00,,,
4617,24798679,,1906.0,404.00,,,
4618,13975121,1200.0,1906.0,409.00,,,
4619,26299462,768.0,1907.0,401.00,,,
4620,26500985,600.0,1907.0,650.00,,,
4621,12287073,895.0,1907.0,399.00,,,
4622,21097046,1017.19,1909.0,402.00,,,
4623,25450944,908.0,1909.0,404.00,,,
4624,17858694,1132.0,1915.0,375.00,,,
4625,14318717,861.1,1916.0,407.00,,,
4626,20211458,750.0,1922.0,407.00,,,
4627,14228615,850.0,1922.0,405.00,,,
4628,26501236,793.0,1924.0,423.00,,,
4629,28683679,1142.05,1925.0,356.00,,,
4630,15942307,861.0,1928.0,409.00,,,
4631,14038401,785.0,1929.0,397.00,,,
4632,21464734,941.84,1931.0,454.00,,,
4633,20788814,726.0,1931.0,419.00,,,
4634,16955083,752.4,1932.0,397.00,,,
4635,23969380,926.0,1934.0,408.00,,,
4636,11189652,1550.0,1934.0,424.00,,,
4637,24863774,538.0,1935.0,425.00,,,
4638,19865127,682.43,1937.0,404.00,,,
4639,22789042,921.39,1938.0,400.00,,,
4640,25841270,717.95,1938.0,401.00,,,
4641,23944933,833.13,1939.0,408.00,,,
4642,21246360,1118.0,1941.0,382.00,,,
4643,18521538,1150.0,1946.0,383.00,,,
4644,9340935,575.87,1948.0,368.00,,,
4645,26358160,857.0,1948.0,428.00,,,
4646,22166213,,1949.0,401.00,,,
4647,23808960,895.0,1949.0,407.00,,,
4648,10548576,861.0,1950.0,413.00,,,
4649,20575325,757.78,1950.0,428.00,,,
4650,12449011,815.9,1953.0,201.00,,,
4651,21430040,1100.0,1954.0,425.00,,,
4652,25285567,1204.48,1956.0,388.00,,,
4653,24868704,781.0,1958.0,362.00,,,
4654,11132345,760.32,1958.0,369.00,,,
4655,12139325,912.0,1959.0,359.00,,,
4656,27961413,1120.0,1961.0,462.00,,,
4657,27324195,,1962.0,388.00,,,
4658,14932444,597.0,1963.0,432.00,,,
4659,28753386,962.0,1965.0,417.00,,,
4660,11733096,934.0,1967.0,387.00,,,
4661,15234902,836.0,1968.0,407.00,,,
4662,13982044,1110.0,1968.0,422.00,,,
4663,13909337,906.0,1972.0,407.00,,,
4664,24309104,,1974.0,346.00,,,
4665,19694592,897.0,1974.0,408.00,,,
4666,20852312,905.0,1976.0,409.00,,,
4667,18778206,709.0,1977.0,366.00,,,
4668,20534513,883.0,1977.0,400.00,,,
4669,11379071,892.0,1978.0,363.00,,,
4670,22707053,822.36,1978.0,416.00,,,
4671,9556545,938.0,1980.0,401.00,,,
4672,13725455,840.66,1980.0,419.00,,,
4673,14191092,,1982.0,342.00,,,
4674,26193881,875.0,1982.0,410.00,,,
4675,17642297,762.0,1982.0,380.00,,,
4676,11531216,520.0,1988.0,336.00,,,
4677,16922740,1150.0,1989.0,411.00,,,
4678,26434886,835.0,1991.0,411.00,,,
4679,18239451,704.0,1991.0,415.00,,,
4680,28828089,875.0,1995.0,400.00,,,
4681,12251327,706.11,1995.0,417.00,,,
4682,22461007,1084.0,1995.0,413.00,,,
4683,18166081,679.2,1996.0,411.00,,,
4684,12564442,1013.0,1996.0,403.00,,,
4685,18389922,876.0,1998.0,650.00,,,
4686,24443080,820.0,2000.0,300.00,,,
4687,11586664,960.0,2000.0,400.00,,,
4688,11527923,,2000.0,400.00,,,
4689,27108373,703.0,2001.0,426.00,,,
4690,20164844,720.0,2003.0,410.00,,,
4691,24918836,870.0,2010.0,424.00,,,
4692,15021034,682.0,2011.0,375.00,,,
4693,23063592,904.0,2011.0,415.00,,,
4694,27406120,885.0,2011.0,421.00,,,
4695,14933219,1050.0,2014.0,405.00,,,
4696,19155229,1100.0,2015.0,354.00,,,
4697,15718512,696.4,2016.0,435.00,,,
4698,19498730,623.23,2019.0,443.00,,,
4699,17407965,1150.0,2023.0,418.00,,,
4700,17701995,719.0,2025.0,375.00,,,
4701,9056220,571.0,2026.0,414.00,,,
4702,16277806,,2027.0,360.00,,,
4703,17950341,1009.0,2029.0,420.00,,,
4704,19568069,865.0,2029.0,431.00,,,
4705,26393686,1015.0,2032.0,371.00,,,
4706,28603555,791.0,2032.0,446.00,,,
4707,23145283,794.38,2038.0,434.00,,,
4708,27813785,897.4,2042.0,432.00,,,
4709,16699757,500.34,2044.0,829.00,,,
4710,22461212,854.34,2045.0,433.00,,,
4711,18200717,903.0,2047.0,421.00,,,
4712,27155213,735.0,2048.0,424.00,,,
4713,17249753,739.0,2050.0,440.00,,,
4714,28641601,1134.0,2053.0,524.00,,,
4715,27412319,913.86,2055.0,384.00,,,
4716,20880128,930.0,2055.0,399.00,,,
4717,9229789,1150.0,2055.0,425.00,,,
4718,20305364,720.0,2055.0,435.00,,,
4719,14062983,1020.0,2060.0,388.00,,,
4720,20535419,723.0,2060.0,443.00,,,
4721,15688740,853.58,2061.0,426.00,,,
4722,20380595,1266.0,2062.0,453.00,,,
4723,9124130,609.0,2062.0,417.00,,,
4724,28349553,966.5,2063.0,460.00,,,
4725,21036444,765.0,2064.0,427.00,,,
4726,15403157,900.0,2066.0,437.00,,,
4727,21934891,776.0,2068.0,396.00,,,
4728,20783300,968.75,2069.0,445.00,,,
4729,11376212,917.0,2069.0,454.00,,,
4730,25661416,1037.0,2070.0,438.00,,,
4731,21118085,849.0,2072.0,456.00,,,
4732,22071432,799.76,2076.0,431.00,,,
4733,11764618,930.0,2076.0,438.00,,,
4734,13863908,840.0,2078.0,475.00,,,
4735,12971347,,2086.0,372.00,,,
4736,25314952,1070.0,2088.0,837.00,,,
4737,18582797,1033.0,2089.0,399.00,,,
4738,13696304,994.0,2089.0,423.00,,,
4739,15243637,934.0,2089.0,421.00,,,
4740,16151296,1184.0,2089.0,440.00,,,
4741,22141619,1076.39,2090.0,443.00,,,
4742,22564953,1076.39,2090.0,443.00,,,
4743,13225384,862.0,2092.0,445.00,,,
4744,16328256,766.39,2094.0,430.00,,,
4745,16456072,1016.0,2096.0,371.00,,,
4746,24775823,900.0,2100.0,700.00,,,
4747,24075883,810.0,2100.0,400.00,,,
4748,17451710,986.0,2100.0,419.00,,,
4749,13252779,2361.0,2100.0,403.00,,,
4750,10778838,579.1,2100.0,524.00,,,
4751,16848669,556.49,2100.0,524.00,,,
4752,24070221,1127.0,2102.0,512.00,,,
4753,10745571,903.09,2111.0,436.00,,,
4754,28431740,897.0,2111.0,443.00,,,
4755,11861252,645.0,2113.0,447.00,,,
4756,15862907,920.31,2118.0,440.00,,,
4757,17543307,751.32,2120.0,466.00,,,
4758,23505859,690.0,2122.0,379.00,,,
4759,9420219,974.0,2122.0,439.00,,,
4760,19257965,1117.0,2124.0,441.00,,,
4761,27150934,830.0,2124.0,450.00,,,
4762,23394553,948.3,2125.0,440.00,,,
4763,22000445,670.0,2127.0,467.00,,,
4764,13262693,1006.0,2129.0,440.00,,,
4765,20304088,1148.0,2130.0,383.00,,,
4766,28420498,1588.0,2131.0,436.00,,,
4767,10714063,767.0,2133.0,460.00,,,
4768,12645774,921.4,2133.0,450.00,,,
4769,9775333,1446.0,2134.0,395.00,,,
4770,12569197,800.54,2135.0,469.00,,,
4771,17050978,932.0,2137.0,421.00,,,
4772,12988023,735.0,2137.0,441.00,,,
4773,9690608,,2138.0,444.00,,,
4774,19934095,854.65,2142.0,443.00,,,
4775,20137371,1043.02,2142.0,450.00,,,
4776,14030874,819.0,2143.0,448.00,,,
4777,23702103,1092.0,2147.0,457.00,,,
4778,28785643,1004.0,2149.0,460.00,,,
4779,17334940,898.0,2151.0,444.00,,,
4780,17373332,955.0,2152.0,485.00,,,
4781,25828314,1085.0,2156.0,420.00,,,
4782,10666729,1002.12,2156.0,493.00,,,
4783,22375237,1052.71,2159.0,449.00,,,
4784,28544967,588.79,2159.0,474.00,,,
4785,19398647,1117.0,2164.0,401.00,,,
4786,22158490,816.0,2170.0,439.00,,,
4787,12069232,797.0,2170.0,477.00,,,
4788,9292651,920.0,2171.0,461.00,,,
4789,27796284,653.0,2174.0,460.00,,,
4790,15379694,1545.0,2177.0,451.00,,,
4791,23298071,,2178.0,450.00,,,
4792,13291522,626.0,2180.0,412.00,,,
4793,9895170,1103.9,2181.0,525.00,,,
4794,24249339,757.78,2186.0,458.00,,,
4795,27119266,1234.0,2188.0,467.00,,,
4796,18721411,1072.0,2190.0,429.00,,,
4797,11330442,925.0,2193.0,444.00,,,
4798,15542373,1007.0,2193.0,454.00,,,
4799,13730194,997.8,2194.0,454.00,,,
4800,10396617,844.9,2200.0,365.00,,,
4801,20744964,946.15,2200.0,447.00,,,
4802,10098435,912.0,2201.0,431.00,,,
4803,22459930,755.0,2202.0,473.00,,,
4804,17513632,740.0,2204.0,486.00,,,
4805,24130434,919.0,2206.0,466.00,,,
4806,18744830,928.0,2206.0,458.00,,,
4807,17993806,911.0,2206.0,474.00,,,
4808,11952067,665.0,2207.0,234.00,,,
4809,21672683,839.0,2208.0,468.00,,,
4810,12377164,736.0,2215.0,470.00,,,
4811,11551699,680.0,2222.0,404.00,,,
4812,11863492,1336.0,2222.0,436.00,,,
4813,10344997,,2223.0,462.00,,,
4814,10128312,923.0,2224.0,457.00,,,
4815,11672204,1300.0,2224.0,450.00,,,
4816,27198510,,2224.0,457.00,,,
4817,27949467,1043.0,2226.0,471.00,,,
4818,24252096,739.0,2226.0,473.00,,,
4819,28626147,754.55,2228.0,428.00,,,
4820,14637702,1102.0,2228.0,473.00,,,
4821,27644929,965.0,2230.0,461.00,,,
4822,23604949,849.0,2231.0,456.00,,,
4823,16755187,1097.92,2232.0,467.00,,,
4824,27090508,1004.0,2232.0,460.00,,,
4825,27876035,,2235.0,409.00,,,
4826,17236233,,2236.0,491.00,,,
4827,12806560,,2237.0,427.00,,,
4828,25239692,1050.0,2241.0,475.00,,,
4829,23193520,996.0,2242.0,452.00,,,
4830,27311137,878.0,2246.0,497.00,,,
4831,19179897,1050.0,2247.0,484.00,,,
4832,23179100,1144.0,2248.0,463.00,,,
4833,22808630,1074.24,2248.0,473.00,,,
4834,13594096,1065.0,2250.0,469.00,,,
4835,21552678,1045.0,2250.0,495.00,,,
4836,10669411,625.38,2251.0,413.00,,,
4837,20440073,780.38,2252.0,474.00,,,
4838,24296642,808.37,2253.0,484.00,,,
4839,14792828,994.0,2256.0,479.00,,,
4840,21254945,,2256.0,453.00,,,
4841,26172129,1150.0,2257.0,481.00,,,
4842,14673928,741.0,2260.0,484.00,,,
4843,19508109,805.0,2260.0,471.00,,,
4844,28686461,1033.0,2262.0,419.00,,,
4845,25951683,720.0,2263.0,481.00,,,
4846,18121881,990.0,2265.0,510.00,,,
4847,13962553,952.0,2267.0,496.00,,,
4848,12790600,760.0,2268.0,480.00,,,
4849,26641402,,2269.0,600.00,,,
4850,22394327,740.0,2270.0,780.00,,,
4851,14458959,740.0,2273.0,501.00,,,
4852,13806576,1194.0,2274.0,484.00,,,
4853,22972619,1336.88,2274.0,489.00,,,
4854,17336204,952.0,2275.0,470.00,,,
4855,23585672,1052.0,2276.0,479.00,,,
4856,15737710,1332.0,2276.0,470.00,,,
4857,22914568,970.9,2276.0,499.00,,,
4858,24992938,910.0,2277.0,482.00,,,
4859,15209243,1107.0,2277.0,483.00,,,
4860,23413416,980.0,2278.0,290.00,,,
4861,9495101,989.2,2282.0,483.00,,,
4862,13177726,1048.4,2285.0,473.00,,,
4863,19915324,794.0,2286.0,407.00,,,
4864,22135712,,2287.0,550.00,,,
4865,13016472,1100.0,2287.0,473.00,,,
4866,15562076,698.58,2287.0,485.00,,,
4867,17367835,1105.45,2287.0,450.00,,,
4868,14956003,609.0,2289.0,476.00,,,
4869,10364969,860.04,2289.0,567.00,,,
4870,21876559,805.0,2290.0,512.00,,,
4871,14116148,929.0,2294.0,465.00,,,
4872,9344892,1542.0,2295.0,474.00,,,
4873,12696109,1085.0,2297.0,467.00,,,
4874,16106358,1279.83,2300.0,455.00,,,
4875,18602852,810.0,2300.0,493.00,,,
4876,12845472,598.47,2300.0,460.00,,,
4877,10344754,1009.65,2300.0,498.00,,,
4878,25430949,,2300.0,471.00,,,
4879,27022175,990.0,2301.0,638.00,,,
4880,19704766,1365.0,2301.0,466.00,,,
4881,10831856,759.0,2302.0,506.00,,,
4882,15439440,1158.0,2303.0,431.00,,,
4883,23417017,820.0,2303.0,490.00,,,
4884,23621190,926.0,2304.0,483.00,,,
4885,21529287,882.0,2308.0,595.00,,,
4886,11860850,666.29,2310.0,430.00,,,
4887,24661925,527.43,2315.0,508.00,,,
4888,10441411,906.0,2319.0,494.00,,,
4889,17317264,940.0,2322.0,481.00,,,
4890,19176947,1340.0,2326.0,456.00,,,
4891,27229323,675.0,2328.0,520.00,,,
4892,15097075,1097.0,2328.0,480.00,,,
4893,22014811,1081.0,2331.0,493.00,,,
4894,20017641,929.0,2335.0,528.00,,,
4895,13308687,1199.0,2335.0,491.00,,,
4896,25022457,849.0,2336.0,492.00,,,
4897,11630092,782.0,2337.0,617.00,,,
4898,26082627,838.0,2338.0,493.00,,,
4899,13598267,961.22,2340.0,483.00,,,
4900,19755007,1080.0,2345.0,486.00,,,
4901,27538088,818.0,2345.0,515.00,,,
4902,20266633,1100.0,2346.0,477.00,,,
4903,9918540,1006.0,2350.0,591.00,,,
4904,19558159,1233.0,2352.0,502.00,,,
4905,12433012,1188.3,2352.0,486.00,,,
4906,21761232,798.0,2354.0,517.00,,,
4907,20640686,,2357.0,496.00,,,
4908,11990476,960.0,2360.0,501.00,,,
4909,14003800,820.0,2360.0,507.00,,,
4910,17400783,1532.78,2361.0,494.00,,,
4911,17622501,776.0,2365.0,518.00,,,
4912,12205484,1234.0,2366.0,465.00,,,
4913,14015460,1250.0,2366.0,465.00,,,
4914,19979369,1057.02,2370.0,460.00,,,
4915,19939729,954.0,2375.0,492.00,,,
4916,11076768,980.0,2376.0,489.00,,,
4917,22023723,,2379.0,467.00,,,
4918,19619910,962.0,2379.0,513.00,,,
4919,23893679,668.87,2380.0,523.00,,,
4920,13479856,830.0,2381.0,448.00,,,
4921,23991197,,2385.0,485.00,,,
4922,9282646,1041.0,2386.0,464.00,,,
4923,26717972,,2387.0,407.00,,,
4924,14091510,948.0,2388.0,500.00,,,
4925,15618340,,2388.0,502.00,,,
4926,26293582,1018.0,2393.0,455.00,,,
4927,13873234,921.0,2394.0,503.00,,,
4928,28258644,,2395.0,510.00,,,
4929,16235789,,2398.0,517.00,,,
4930,26715791,1113.0,2400.0,354.00,,,
4931,20281319,760.0,2400.0,350.00,,,
4932,16399054,1200.0,2402.0,469.00,,,
4933,20970141,804.0,2405.0,516.00,,,
4934,23570347,1028.0,2406.0,516.00,,,
4935,24549396,938.0,2410.0,513.00,,,
4936,28491694,1083.0,2413.0,513.00,,,
4937,11314553,,2416.0,513.00,,,
4938,26083160,666.0,2418.0,475.00,,,
4939,14697429,756.0,2419.0,500.00,,,
4940,18914580,1181.0,2420.0,513.00,,,
4941,21979480,895.0,2420.0,532.00,,,
4942,25599527,913.0,2421.0,451.00,,,
4943,26777172,1566.15,2422.0,496.00,,,
4944,13681009,,2422.0,511.00,,,
4945,12489923,1009.0,2422.0,486.00,,,
4946,25048199,1350.0,2422.0,496.00,,,
4947,15623551,851.0,2424.0,506.00,,,
4948,24931504,836.0,2427.0,515.00,,,
4949,24308442,990.0,2427.0,672.00,,,
4950,21195869,835.28,2428.0,397.00,,,
4951,9984372,609.24,2428.0,376.00,,,
4952,16280158,977.36,2428.0,503.00,,,
4953,24738907,1341.0,2430.0,473.00,,,
4954,22629711,,2431.0,452.00,,,
4955,10486059,1300.0,2433.0,518.00,,,
4956,11884335,,2435.0,493.00,,,
4957,14302254,970.0,2436.0,524.00,,,
4958,10554440,816.0,2444.0,433.00,,,
4959,10799008,829.0,2444.0,477.00,,,
4960,21391623,,2445.0,565.00,,,
4961,24683146,,2447.0,450.00,,,
4962,14568355,1274.0,2448.0,527.00,,,
4963,14073230,908.0,2448.0,520.00,,,
4964,27501157,838.0,2450.0,471.00,,,
4965,18721419,535.6,2451.0,489.00,,,
4966,26708459,1176.0,2452.0,548.00,,,
4967,21153258,735.18,2454.0,492.00,,,
4968,11760481,,2456.0,516.00,,,
4969,28508399,1250.77,2457.0,529.00,,,
4970,17541226,1196.95,2458.0,508.00,,,
4971,19330746,913.0,2461.0,522.00,,,
4972,24526577,,2462.0,522.00,,,
4973,27072593,587.71,2468.0,448.00,,,
4974,22466203,1050.5,2470.0,460.00,,,
4975,15958567,,2471.0,485.00,,,
4976,12511574,1142.0,2478.0,526.00,,,
4977,16609964,889.0,2479.0,518.00,,,
4978,22384756,986.0,2479.0,545.00,,,
4979,23850812,1346.0,2480.0,505.00,,,
4980,18865367,916.0,2484.0,49.00,,,
4981,11760711,,2485.0,511.00,,,
4982,26263404,1042.0,2487.0,514.00,,,
4983,19366453,785.0,2489.0,512.00,,,
4984,25504978,893.0,2490.0,461.00,,,
4985,13506073,615.7,2490.0,567.00,,,
4986,26401942,1094.69,2494.0,537.00,,,
4987,16437817,414.0,2494.0,647.00,,,
4988,9368583,774.0,2496.0,513.00,,,
4989,16466922,777.0,2496.0,548.00,,,
4990,21771386,1237.0,2497.0,518.00,,,
4991,22578785,1225.0,2499.0,544.00,,,
4992,8660801,1099.0,2500.0,470.00,,,
4993,9553023,1398.0,2500.0,570.00,,,
4994,18329362,1012.0,2504.0,454.00,,,
4995,27094342,1100.0,2506.0,433.00,,,
4996,28310756,,2506.0,309.00,,,
4997,25190791,1236.0,2509.0,551.00,,,
4998,27945128,968.75,2510.0,452.00,,,
4999,12789286,1300.0,2512.0,453.00,,,
5000,10528622,1050.0,2514.0,552.00,,,
5001,27746105,1138.0,2516.0,520.00,,,
5002,12457652,947.0,2517.0,527.00,,,
5003,25460076,958.0,2518.0,534.00,,,
5004,15830800,961.3,2524.0,531.00,,,
5005,19835566,1087.0,2527.0,540.00,,,
5006,17657860,1477.88,2529.0,533.00,,,
5007,23458935,850.0,2529.0,539.00,,,
5008,14316238,992.43,2530.0,456.00,,,
5009,12512996,1283.0,2531.0,537.00,,,
5010,9867613,675.0,2532.0,541.00,,,
5011,11094391,1093.0,2536.0,469.00,,,
5012,23602856,1107.0,2537.0,459.00,,,
5013,25778227,1100.0,2539.0,543.00,,,
5014,16828395,1119.45,2539.0,521.00,,,
5015,20896414,1109.0,2540.0,545.00,,,
5016,25849358,683.0,2542.0,400.00,,,
5017,13022048,890.0,2549.0,524.00,,,
5018,20828506,1090.38,2550.0,464.00,,,
5019,23414881,1035.0,2550.0,535.00,,,
5020,21389592,1258.0,2554.0,548.00,,,
5021,10286037,628.0,2555.0,495.00,,,
5022,26305981,1150.0,2558.0,503.00,,,
5023,12928628,766.0,2560.0,562.00,,,
5024,12257872,959.06,2563.0,513.00,,,
5025,25400811,1253.0,2563.0,563.00,,,
5026,14226836,980.0,2564.0,534.00,,,
5027,21751250,912.0,2569.0,515.00,,,
5028,24066214,997.0,2569.0,531.00,,,
5029,24456727,745.0,2571.0,552.00,,,
5030,17859676,1138.0,2571.0,552.00,,,
5031,9383808,1529.0,2572.0,465.00,,,
5032,17309396,1027.95,2572.0,541.00,,,
5033,17932608,819.13,2573.0,554.00,,,
5034,24184541,886.95,2576.0,546.00,,,
5035,13126489,,2586.0,524.00,,,
5036,24018166,,2589.0,567.00,,,
5037,26413189,1356.25,2591.0,548.00,,,
5038,20331413,1004.27,2595.0,546.00,,,
5039,16159685,1335.0,2596.0,468.00,,,
5040,21633083,761.01,2597.0,493.00,,,
5041,12393792,1397.0,2597.0,486.00,,,
5042,14542098,1266.91,2598.0,547.00,,,
5043,12098487,829.9,2598.0,527.00,,,
5044,16667645,1051.63,2599.0,545.00,,,
5045,16037701,1387.0,2600.0,552.00,,,
5046,16034778,1130.21,2602.0,536.00,,,
5047,27073239,594.0,2607.0,569.00,,,
5048,28259046,,2608.0,466.00,,,
5049,28102289,789.0,2613.0,563.00,,,
5050,17928232,718.0,2620.0,420.00,,,
5051,23276189,1113.0,2621.0,548.00,,,
5052,26280113,798.6,2624.0,554.00,,,
5053,26979310,1088.0,2625.0,543.00,,,
5054,22601016,,2626.0,545.00,,,
5055,22672382,1121.0,2628.0,564.00,,,
5056,27756595,1013.0,2628.0,566.00,,,
5057,12381151,1078.0,2628.0,540.00,,,
5058,15214492,994.0,2629.0,518.00,,,
5059,15871702,,2630.0,555.00,,,
5060,14264754,1093.0,2633.0,578.00,,,
5061,26775541,1040.87,2635.0,468.00,,,
5062,25473956,954.0,2635.0,558.00,,,
5063,28881950,1327.0,2636.0,279.00,,,
5064,13232051,886.0,2637.0,491.00,,,
5065,19758608,1300.0,2637.0,560.00,,,
5066,16396697,1052.71,2638.0,540.00,,,
5067,13123794,1193.72,2649.0,562.00,,,
