"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","Area","WaterSupply","LotDepth","LotFrontage","MunicipalAssessment","FloorCovering","Topography","Insurance"
"24583961","1328 PC",,"$","$",,,"Electric baseboard units","Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,,,"Municipality",,,,,,
"24594230",,"2000","4767$ (2014)","992$ (2014)",,,"Air circulation","Public transport","Municipal sewer",,,,,,"Outdoor, (2 places)",,,"Municipality",,,"554,800$",,,
"24612916","1150 PC","1960","2252$ (2013)","458$ (2013)",,,"Air circulation","Elementary school, High school, Park - green area, Public transport","Municipal sewer",,,,,,"Outdoor, (3 places)","Residential","650.3 MC","Municipality",,,"260,400$",,,
"24641154",,"1910","22858$ (2014)","1686$ (2014)",,,,,"Municipal sewer",,,,,,,"Commercial, Residential","2500 PC","Municipality",,,"1,005,000$",,,
"24658437","111.9 MC","1971","3093$ (2014)","542$ (2014)",,,"Air circulation",,"Municipal sewer",,,,,"Attached, Single width","Garage, (1 place), Outdoor, (4 places)","Residential","841.2 MC","Municipality",,,"310,300$",,,
"24663024","625 PC",,"$","$",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,,,,
"24685877","88.72 MC","2010","2158$ (2014)","495$ (2014)",,,"Electric baseboard units","Highway, Elementary school, High school, Golf, Park - green area, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place)","Residential","129.85 MC","Municipality",,,"268,400$",,,
"24687007",,,"2706$ (2014)","557$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Bicycle path, Public transport","Municipal sewer",,,,,"Detached","Garage, (1 place)","Residential",,"Municipality",,,,,,
"24690518","1252 PC","1952","2584$ (2013)","556$ (2014)",,,"Hot water",,"Municipal sewer",,,,,,,"Residential","4773 PC","Municipality",,,"347,900$",,,
"24697552",,"1972","1$ (2014)","660$ (2014)",,,"Space heating baseboards, Electric baseboard units","Highway","Municipal sewer",,,,,,"Outdoor, (5 places)","Residential","516.5 MC","Municipality",,,"366,200$",,,
"24720677","1059 PC","1986","2089$ (2014)","433$ (2013)",,,"Electric baseboard units","Highway, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted, Single width","Garage, (1 place)",,,"Municipality",,,"245,300$",,,
"24725986",,"1950","2513$ (2014)","673$ (2014)",,,"Air circulation","Highway, Cegep, Elementary school, High school, Park - green area, Public transport","Septic tank",,,,,,"Outdoor, (4 places)","Residential","18285 PC","Municipality",,,"384,700$",,,
"24736166","772 PC","2012","$","$",,,"Electric baseboard units","Highway, Cegep, Hospital, Park - green area, Public transport, University","Municipal sewer",,,,,"Single width","Garage, (1 place)","Residential",,"Municipality",,,"215,500$",,,
"24738115",,"1962","2534$ (2013)","540$ (2013)",,,"Electric baseboard units","Highway, Elementary school, High school, Park - green area, Public transport","Municipal sewer",,,,,"Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","157.9 MC","Municipality",,,"298,300$",,,
"24762863","3200 PC",,"$","$",,,"Electric baseboard units","Highway, Atwater Market and Lachine Canal, Elementary school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place)","Residential",,"Municipality",,,,,,
"24766422","1239 PC","1986","2969$ (2013)","626$ (2013)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Fitted","Garage, (1 place)",,,"Municipality",,,"314,200$",,,
"24772740",,"2008","$","$",,,,,"Municipal sewer",,,,,,,"Commercial",,"Municipality",,,,,,
"24773750","1440 PC","2014","$","$",,,,"Highway, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential",,"Municipality",,,,,,
"24774023","1050 PC","2009","2124$ (2014)","451$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Public transport","Municipal sewer",,,,"Panoramic","Heated, Fitted, Single width","Garage, (1 place)","Residential",,"Municipality",,,"258,300$",,,
"24791680",,"1954","4429$ (2014)","933$ (2013)",,,,,"Municipal sewer",,,,,"Single width","Garage, (1 place), Outdoor, (2 places)",,"4132 PC","Municipality",,,"606,500$",,,
"24806895","1076 PC","2003","2300$ (2013)","488$ (2013)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated","Garage, (1 place)","Residential",,"Municipality",,,"317,300$",,,
"24807084","1745 PC","1958","4400$ (2014)","966$ (2014)",,,"Hot water","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"Mountain, City","Fitted, Single width","Garage, (1 place)","Residential",,"Municipality",,,"552,700$",,,
"24816346","3875 PC","1985","11879$ (2014)","624$ (2014)",,,,,"Municipal sewer",,,,,,,,,"Municipality",,,"368,500$",,,
"24851651","824 PC",,"$","$",,,"Electric baseboard units","Highway, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted, Single width","Garage, (1 place)","Residential","6770 PC","Municipality",,,,,,
"24856199",,"1962","2638$ (2014)","496$ (2014)",,,"Space heating baseboards",,"Municipal sewer",,,,,"Single width","Garage, (2 places), Outdoor, (1 place)","Residential","2125 PC","Municipality",,,"276,500$",,,
"24860895",,"2006","9372$ (2014)","1702$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,,"Double width or more","Garage, (3 places), Outdoor, (3 places)","Residential","4255 PC","Municipality",,,"856,900$",,,
"24874553",,"1958","3247$ (2013)","714$ (2014)",,,"Space heating baseboards","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Garage, (1 place), Outdoor, (1 place)","Residential","311.6 MC","Municipality",,,"385,800$",,,
"24883315",,"1984","2607$ (2014)","519$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,,,"Residential","4675 PC","Municipality",,,"290,700$",,,
"24888119","1181 PC","1971","2667$ (2014)","572$ (2015)",,,"Hot water","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"Panoramic, Mountain, City, Water",,"Vignette, (1 place)","Residential",,"Municipality",,,"327,500$",,,
"24903490",,"1975","3413$ (2014)","729$ (2014)",,,"Electric baseboard units, Radiant","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place), Outdoor, (1 place)","Residential","329.2 MC","Municipality",,,"416,400$",,,
"24906952","784 PC",,"2540$ (2013)","553$ (2014)",,,"Electric baseboard units","Cegep, High school, Hospital, Public transport, University","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential",,"Municipality",,,"316,600$",,,
"24915870","1158 PC","2006","3100$ (2013)","662$ (2014)",,,"Electric baseboard units","Elementary school, High school, Golf, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Fitted, Single width","Garage, (1 place)","Residential",,"Municipality",,,"404,100$",,,
"24946008","1215 PC","1900","3101$ (2014)","681$ (2014)",,,"Space heating baseboards","Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Vignette, (1 place)","Residential",,"Municipality",,,"413,700$",,,
"24966968","875 PC",,"$","$",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,,,,
"24972872","1007 PC","2005","1825$ (2014)","345$ (2013)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Heated, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","1008 PC","Municipality",,,"214,800$",,,
"24979920","1270 PC","1953","3469$ (2014)","760$ (2014)",,,"Air circulation",,"Municipal sewer",,,,,,"Garage, (1 place), Outdoor, (2 places)","Residential","5160 PC","Municipality",,,"452,500$",,,
"24988889",,,"$","$",,,,"Highway, Bicycle path","Municipal sewer",,,,,,,"Residential",,"Municipality",,,,,,
"25001352","90.4 MC","2005","1821$ (2014)","364$ (2014)",,,"Electric baseboard units","Cegep, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential",,"Municipality",,,"203,400$",,,
"25002218",,"1998","5598$ (2014)","904$ (2013)",,,"Air circulation, Electric baseboard units","Shops, restaurants, Elementary school, High school, Hospital, Park - green area, Bicycle path","Municipal sewer",,,,,"Double width or more","Garage, (2 places), Outdoor, (2 places)",,"395.45 MC","Municipality",,,"525,900$",,,
"25002562",,"1962","2556$ (2013)","538$ (2013)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Single width","Garage, (1 place)","Residential","1700 PC","Municipality",,,,,,
"25005022","715 PC","1927","2074$ (2014)","437$ (2014)",,,"Hot water","Stanislas College, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"220,600$",,,
"25007004","1054 PC","1904","2824$ (2014)","584$ (2013)",,,"Electric baseboard units","Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Vignette, (1 place)","Residential",,"Municipality",,,"363,000$",,,
"25007547",,"1956","4036$ (2014)","867$ (2014)",,,"Air circulation, Electric baseboard units","Cegep, Elementary school, High school, Hospital, Park - green area, Public transport","Municipal sewer",,,,,,"Outdoor, (2 places)",,"452.6 MC","Municipality",,,"476,700$",,,
"25011030","2692 PC","2011","1$ (2013)","1$ (2014)",,,"Air circulation",,"Municipal sewer",,,,,"Attached, Heated, Double width or more","Garage, (2 places), Outdoor, (2 places)","Residential","514.9 MC","Municipality",,,"777,600$",,,
"25036529",,"1910","1822$ (2014)","400$ (2014)",,,"Space heating baseboards, Electric baseboard units","Elementary school, High school, Hospital, Public transport, University","Municipal sewer",,,,,,"Vignette, (1 place)","Residential","189.9 MC","Municipality",,,"601,600$",,,
"25044665","1269 PC","1900","3001$ (2014)","640$ (2014)",,,"Hot water","Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"386,800$",,,
"25049508",,"1902","5860$ (2014)","1210$ (2014)",,,"Hot water",,"Municipal sewer",,,,,,,"Residential","1595 PC","Municipality",,,"728,700$",,,
"25056278","152.6 MC","1904","7380$ (2014)","1580$ (2013)",,,"Hot water, Space heating baseboards","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,"Heated, Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","176.5 MC","Municipality",,,"886,400$",,,
"25065538",,"1976","2261$ (2014)","768$ (2014)",,,"Electric baseboard units","Elementary school, High school, Golf, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (2 places)","Residential","7465 PC","Municipality",,,"286,000$",,,
"25071017","63.1 MC","1957","35203$ (2014)","6956$ (2013)",,,"Hot water","Hospital, Park - green area, Public transport, University","Municipal sewer",,,,"Mountain","Fitted","Garage, (1 place)","Residential",,"Municipality",,,"4,352,000$",,,
"25075129",,"1962","3079$ (2014)","531$ (2015)",,,"Air circulation","Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Fitted","Garage, (1 place), Outdoor, (2 places)","Residential","6000 PC","Municipality",,,"305,200$",,,
"25078377","551 PC","2010","1178$ (2014)","390$ (2014)",,,"Electric baseboard units","Highway, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"interior courtyard","Single width","Garage, (1 place)","Residential",,"Municipality",,,"219,800$",,,
"25084600","78.7 MC","1991","2244$ (2014)","464$ (2014)",,,"Space heating baseboards, Electric baseboard units","Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential",,"Municipality",,,"264,000$",,,
"25093175",,"1971","3076$ (2014)","525$ (2013)",,,"Air circulation","Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place), Outdoor, (3 places)","Residential","5310 PC","Municipality",,,"320,500$",,,
"25102268","75.4 MC","2011","2429$ (2014)","509$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Single width","Garage, (1 place)","Residential",,"Municipality",,,"289,300$",,,
"25104507",,"1985","5438$ (2014)","1158$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Double width or more, Fitted","Garage, (2 places)","Residential","4493 PC","Municipality",,,,,,
"25112435","794 PC",,"2105$ (2014)","462$ (2015)",,,,"Cegep, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"271,300$",,,
"25116516",,"1967","3883$ (2014)","864$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","2146 PC","Municipality",,,"509,600$",,,
"25144213","41.7 MC",,"856$ (2014)","160$ (2014)",,,"Electric baseboard units","Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"93,400$",,,
"25161879","48.4 MC","2010","1541$ (2014)","326$ (2014)",,,"Electric baseboard units","Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"183,700$",,,
"25173762","690 PC","2011","881$ (2014)","370$ (2014)",,,,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,,,"Municipality",,,"212,200$",,,
"25195428","378 PC",,"1338$ (2014)","258$ (2014)",,,"Electric baseboard units","Near downton and Mc Gill University, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,"City",,,"Residential",,"Municipality",,,"147,600$",,,
"25197103",,"1957","3503$ (2013)","737$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,,,"Residential","1750 PC","Municipality",,,"417,000$",,,
"25201146","875 PC",,"2411$ (2014)","445$ (2013)",,,"Electric baseboard units","Cegep, Elementary school, High school, Hospital, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential","175.52 MC","Municipality",,,"1,675,000$",,,
"25208375","2218 PC","1961","3860$ (2013)","798$ (2013)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential","2433 PC","Municipality",,,"495,300$",,,
"25218902","943 PC",,"$","$",,,"Electric baseboard units","Highway, Cegep, Elementary school, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,,,"Residential",,"Municipality",,,,,,
"25220026","550 PC","1985","1037$ (2014)","199$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential",,"Municipality",,,"347,000$",,,
"25234125","874 PC","2007","2811$ (2014)","416$ (2014)",,,"Electric baseboard units","Highway, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"Panoramic",,,"Residential",,"Municipality",,,"400,600$",,,
"25235665","1163 PC","2004","2443$ (2014)","372$ (2015)",,,"Electric baseboard units","Highway, High school, Golf, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place)","Residential",,"Municipality",,,"206,100$",,,
"25240016",,,"3936$ (2014)","1$ (2014)",,,,"Highway, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (2 places)","Residential","2254 PC","Municipality",,,"496,200$",,,
"25242194","916 PC","2003","1997$ (2013)","421$ (2013)",,,"Electric baseboard units","Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"257,000$",,,
"25243241","978.3 PC","1984","2357$ (2014)","490$ (2013)",,,"Space heating baseboards, Electric baseboard units","Highway, Cegep, Elementary school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Single width","Garage, (1 place)","Residential",,"Municipality",,,"292,300$",,,
"25261270","825 PC","1984","1676$ (2014)","340$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Attached, Heated, Fitted","Garage, (1 place)","Residential",,"Municipality",,,"206,700$",,,
"25274023","1245 PC","2013","502$ (2014)","718$ (2014)",,,"Electric baseboard units","Highway, Elementary school, Golf, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,"Panoramic, City, Water","Tandem","Garage, (2 places)","Residential",,"Municipality",,,"474,000$",,,
"25306922","206.8 MC","1966","3475$ (2014)","719$ (2014)",,,"Electric baseboard units","Highway, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Fitted","Garage, (1 place), Outdoor, (1 place)","Residential","2100 PC","Municipality",,,"406,600$",,,
"25320590","2700 PC",,"$","$",,,"Air circulation","Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,"Panoramic, Water","Heated, Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","3038 PC","Municipality",,,,,,
"25323161","498 PC","2006","1599$ (2014)","351$ (2014)",,,"Electric baseboard units","Cegep, Hospital, Park - green area, Public transport, University","Municipal sewer",,,,"Garden",,,"Residential",,"Municipality",,,"195,400$",,,
"25327270",,"1955","3188$ (2014)","678$ (2014)",,,,"Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (2 places)","Residential","4279 PC","Municipality",,,"373,000$",,,
"25333001",,"2006","11882$ (2014)","2312$ (2013)",,,"Air circulation, geothermo","Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,"Heated, Double width or more","Garage, (2 places)","Residential","10591 PC","Municipality",,,"1,593,600$",,,
"25352339",,"1979","5613$ (2013)","1168$ (2013)",,,"Air circulation, Electric baseboard units","Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Double width or more, Fitted","Garage, (2 places), Outdoor, (4 places)","Residential","9556 PC","Municipality",,,"605,200$",,,
"25366210","85.6 MC","1906","2332$ (2014)","249$ (2014)",,,"Electric baseboard units","Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential",,"Municipality",,,"268,100$",,,
"25377210","787.8 PC","2006","1591$ (2014)","335$ (2013)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Park - green area, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential",,"Municipality",,,"186,400$",,,
"25379464","54 MC","2009","3017$ (2014)","626$ (2014)",,,"Electric baseboard units","Highway, Park - green area, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place)","Residential",,"Municipality",,,"349,200$",,,
"25389323",,"1910","2383$ (2014)","429$ (2013)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential","190.5 MC","Municipality",,,"297,300$",,,
"25402682","1726 PC","2011","3084$ (2014)","658$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Attached, Single width","Garage, (1 place)","Residential","177.68 MC","Municipality",,,"392,100$",,,
"25411053","1575 PC","1931","3389$ (2014)","727$ (2014)",,,,"Highway, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Attached","Garage, (2 places)","Residential","2970 PC","Municipality",,,"1,338,600$",,,
"25417984",,"1960","2999$ (2014)","628$ (2014)",,,"Hot water",,"Municipal sewer",,,,,"Single width","Garage, (1 place), Outdoor, (1 place)","Residential","1836 PC","Municipality",,,"345,500$",,,
"25424113","1320 PC","1983","2968$ (2014)","625$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Fitted","Garage, (1 place)","Residential","2987 PC","Municipality",,,"357,900$",,,
"25437124",,"1948","2390$ (2013)","466$ (2013)",,,"Air circulation","Highway, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Attached, Heated, Fitted","Garage, (1 place), Outdoor, (1 place)","Residential",,"Municipality",,,"264,200$",,,
"25439516",,"1912","6066$ (2014)","1302$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,"Outdoor, (2 places)","Residential","2150 PC","Municipality",,,"790,700$",,,
"25448081","1630 PC","1910","7454$ (2014)","1320$ (2013)",,,"Hot water, Electric baseboard units",,"Municipal sewer",,,,,,,"Commercial, Residential","2250 PC","Municipality",,,"852,000$",,,
"25449220","3039 PC","1909","2732$ (2014)","490$ (2014)",,,"Electric baseboard units","Highway, Elementary school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential","1947 PC","Municipality",,,"278,100$",,,
"25467413",,,"790$ (2014)","91$ (2013)",,,,,"None",,,,,,,"Residential","402.61 MC","None",,,"57,400$",,,
"25467519",,"1962","3339$ (2014)","700$ (2013)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Garage, (1 place), Outdoor, (1 place)","Residential","2808 PC","Municipality",,,"393,500$",,,
"25470211",,"1960","3439$ (2014)","730$ (2014)",,,"Hot water, Electric baseboard units","Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,,,,"4437 PC","Municipality",,,"424,200$",,,
"25471664","1255 PC","2005","3767$ (2014)","821$ (2014)",,,"Electric baseboard units","Highway, steps from all services, Elementary school, Golf, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,"Heated, Double width or more","Garage, (2 places)","Residential",,"Municipality",,,"467,100$",,,
"25477049","71.6 MC","2012","1814$ (2014)","334$ (2014)",,,,"Highway, Elementary school, High school, Hospital, Park - green area, Public transport","Municipal sewer",,,,,"Heated, Fitted, Single width","Garage, (15 places)","Residential",,"Municipality",,,"185,800$",,,
"25485565",,"2004","36277$ (2014)","1976$ (2014)",,,,,"Municipal sewer",,,,,,,"Commercial","20138 PC","Municipality",,,"1,062,400$",,,
"25494465","1440 PC",,"1732$ (2014)","378$ (2014)",,,"Hot water","Highway, Cegep, Elementary school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"484,333$",,,
"25498131",,"1860","2399$ (2014)","460$ (2014)",,,"Electric baseboard units","Elementary school, High school, Park - green area, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","278.7 MC","Municipality",,,"265,700$",,,
"25498798",,"1910","203$ (2014)","1$ (2013)",,,,"Public transport","Municipal sewer",,,,,,,"Residential","1899 PC","Municipality",,,"126,200$",,,
"25513734",,,"2393$ (2014)","253$ (2013)",,,,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Multifamily, Residential","330.9 MC","Municipality",,,"185,300$",,,
"25519053","105 MC","2010","2581$ (2013)","573$ (2013)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Alpine skiing, Cross-country skiing, Public transport, University","Municipal sewer",,,,,"Heated, Fitted","Garage, (2 places)","Residential",,"Municipality",,,"328,200$",,,
"25521319","2340 PC","2014","$","$",,,,,"Municipal sewer",,,,,,"Outdoor, (1 place)","Residential",,"Municipality",,,,,,
"25534925",,"1907","3383$ (2014)","668$ (2014)",,,,,"Municipal sewer",,,,,,"Garage, (2 places), Outdoor, (3 places)",,,"Municipality",,,"407,600$",,,
"25535990",,"1956","3415$ (2014)","1542$ (2013)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Single width","Garage, (1 place), Outdoor, (1 place)","Residential",,"Municipality",,,"421,400$",,,
"25538588",,"1957","2099$ (2013)","425$ (2013)",,,"Electric baseboard units","Highway, Elementary school, High school, Hospital, Park - green area, Public transport","Municipal sewer",,,,,"Heated, Fitted, Single width","Garage, (1 place)","Residential","6000 PC","Municipality",,,"244,900$",,,
"25547354","1155 PC","2013","$","$",,,"thermostat in each room, Electric baseboard units","Highway, HW 13 & 40, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,"Heated, Fitted","Garage, (1 place)","Residential",,"Municipality",,,,,,
"25547533","1165 PC","1993","2100$ (2014)","425$ (2014)",,,"Electric baseboard units","Highway, Cegep, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,"Heated, Fitted","Garage, (1 place)","Residential",,"Municipality",,,"232,900$",,,
"25552576","835 PC","2012","$","$",,,"Electric baseboard units",,"Municipal sewer",,,,,,,"Residential",,"Municipality",,,"368,500$",,,
"25553991","544 PC",,"1968$ (2014)","419$ (2014)",,,"Electric baseboard units","Two steps from MCGILL and downtown, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"238,300$",,,
"25578936","1490 PC","1898","$","$",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,,,,
"25585506","460 PC","2008","1294$ (2013)","273$ (2013)",,,"Electric baseboard units","Highway, Elementary school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"160,700$",,,
"25589959","60.6 MC","2010","1504$ (2013)","320$ (2014)",,,"Electric baseboard units","Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"190,000$",,,
"25594337","5800 PC","1853","5128$ (2014)","1126$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"Panoramic, Mountain, City",,,"Residential",,"Municipality",,,"683,900$",,,
"25597064","1171 PC","2003","2553$ (2014)","509$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Single width","Garage, (1 place)","Residential",,"Municipality",,,"294,300$",,,
"25604870",,"1948","4554$ (2013)","898$ (2013)",,,"Hot water","Highway, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,"Attached, Single width","Garage, (1 place)","Residential","9100 PC","Municipality",,,"510,200$",,,
"25620166","903 PC",,"$","$",,,"Electric baseboard units","Highway, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted, Single width","Garage, (1 place)","Residential","6770 PC","Municipality",,,,,,
"25621413","927 PC","2005","2224$ (2014)","448$ (2014)",,,"Electric baseboard units","Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated","Garage, (1 place)",,,"Municipality",,,"276,300$",,,
